,dec_0_self_dot_ratio_norm,dec_1_self_dot_ratio_norm,dec_2_self_dot_ratio_norm,dec_3_self_dot_ratio_norm,dec_4_self_dot_ratio_norm,dec_5_self_dot_ratio_norm,dec_6_self_dot_ratio_norm,dec_7_self_dot_ratio_norm
25238,0.0014100547,0.0014101991,0.001410191,0.0014101288,0.0014102006,0.0014102828,0.0014100119,0.0014101424
25239,0.0014129779,0.0014129414,0.0014129091,0.0014126858,0.0014128346,0.0014126683,0.0014127512,0.0014127999
25240,0.0014109607,0.0014109719,0.00141107,0.0014110174,0.0014110453,0.0014111283,0.0014111539,0.0014110858
25241,0.0014188258,0.0014186099,0.0014188661,0.0014187861,0.00141886,0.0014188599,0.0014189682,0.0014187312
25242,0.0014215257,0.0014215367,0.0014214668,0.0014214799,0.0014214185,0.0014213328,0.0014214437,0.0014213993
25243,0.0014153079,0.0014153513,0.0014152761,0.0014152916,0.001415342,0.0014153345,0.0014152874,0.0014152994
25244,0.0014207945,0.0014209814,0.0014209616,0.001420821,0.0014209127,0.0014209051,0.0014208817,0.0014208507
25245,0.001405784,0.0014057381,0.001405794,0.0014058133,0.0014058732,0.0014056545,0.0014058283,0.001405782
25246,0.0014080063,0.0014079309,0.0014080182,0.0014079364,0.001407907,0.0014079564,0.0014079501,0.001408019
25247,0.0014177075,0.0014177387,0.0014176223,0.0014175973,0.0014175602,0.0014176581,0.0014176299,0.0014177151
25248,0.001416797,0.0014167676,0.0014167082,0.0014167384,0.0014167725,0.0014166785,0.0014167252,0.0014166879
25249,0.0014094189,0.0014094824,0.0014095262,0.0014094992,0.0014095993,0.0014094017,0.0014094047,0.0014093602
25250,0.0014213873,0.0014213764,0.0014214192,0.0014213909,0.0014214667,0.0014213476,0.0014212359,0.0014212289
25251,0.00140701,0.0014068807,0.0014067937,0.0014069941,0.0014069262,0.0014068548,0.0014069347,0.0014069006
25252,0.0014179874,0.0014179935,0.0014178781,0.0014178983,0.0014178507,0.001417902,0.0014179451,0.0014178468
25253,0.0014125981,0.0014125613,0.0014125127,0.0014125336,0.0014125953,0.0014125078,0.0014125364,0.0014125549
