feature_id,llama32-3B-Instruct_ckpt_0_contrib_mean_scaled_with_decoder_norm,llama32-3B-Instruct_ckpt_120_contrib_mean_scaled_with_decoder_norm,llama32-3B-Instruct_ckpt_240_contrib_mean_scaled_with_decoder_norm,llama32-3B-Instruct_ckpt_360_contrib_mean_scaled_with_decoder_norm,llama32-3B-Instruct_ckpt_480_contrib_mean_scaled_with_decoder_norm,llama32-3B-Instruct_ckpt_600_contrib_mean_scaled_with_decoder_norm,llama32-3B-Instruct_ckpt_720_contrib_mean_scaled_with_decoder_norm,llama32-3B-Instruct_ckpt_840_contrib_mean_scaled_with_decoder_norm
20359,0.817409336567,0.807346105576,0.802493870258,0.809526085854,0.813272356987,0.813868105412,0.813264608383,0.804540872574
20360,0.817671298981,0.809405207634,0.797588706017,0.796570777893,0.804395914078,0.811951577663,0.809526443481,0.818296611309
20361,1.591085791588,1.570261836052,1.539544105530,1.516307950020,1.519365191460,1.510524392128,1.506636857986,1.506801128387
20362,0.814688503742,0.814510762691,0.817453086376,0.815153598785,0.820688307285,0.816259801388,0.813232719898,0.814838945866
20363,0.812964439392,0.811756432056,0.805835783482,0.805681943893,0.815109729767,0.797778785229,0.795288264751,0.791835606098
20364,0.785629093647,0.782131314278,0.789611101151,0.782517254353,0.791724145412,0.784471273422,0.783073067665,0.781242787838
20365,0.742970466614,0.739940345287,0.737170398235,0.733074784279,0.731967926025,0.743894875050,0.746104300022,0.741872251034
20366,0.889513731003,0.877876698971,0.872625887394,0.859980702400,0.870083212852,0.862337470055,0.858469486237,0.851866185665
20367,2.238481521606,2.240983247757,2.239413022995,2.238222360611,2.240877151489,2.243292093277,2.246837854385,2.237167358398
20368,0.737213313580,0.732534945011,0.730733215809,0.746715366840,0.754756331444,0.748058617115,0.745187282562,0.741481721401
20369,0.772966742516,0.762415170670,0.767627239227,0.760523259640,0.769517481327,0.776742637157,0.773266494274,0.771748840809
20370,0.816558003426,0.799743056297,0.787113845348,0.769261837006,0.782646358013,0.761623501778,0.759161651134,0.765202820301
20371,1.965695381165,1.975930571556,1.983014225960,1.985161781311,1.984504342079,1.991738200188,1.993572115898,1.987671613693
20372,0.717833518982,0.718492567539,0.723564624786,0.718670725822,0.721500337124,0.723599851131,0.724024116993,0.714649200439
20373,0.770012497902,0.766861021519,0.769349396229,0.757847905159,0.765045583248,0.757591426373,0.759289443493,0.761400878429
20374,0.817617714405,0.814665555954,0.802967965603,0.794016480446,0.795345664024,0.789192497730,0.783149123192,0.784992575645
20375,1.737466812134,1.735105991364,1.721906542778,1.721272587776,1.721353054047,1.715985655785,1.707771182060,1.708332896233
20376,0.745384454727,0.742488622665,0.738621234894,0.737393081188,0.745163142681,0.738271355629,0.736889421940,0.732176303864
20377,0.763552963734,0.762709677219,0.756601035595,0.744091033936,0.757082283497,0.750871539116,0.755264580250,0.760067820549
20378,0.749623954296,0.741778910160,0.733108401299,0.717530786991,0.720278859138,0.729078888893,0.726804792881,0.729149818420
20379,0.809698641300,0.821448802948,0.822107553482,0.820979893208,0.820140480995,0.822367966175,0.829682230949,0.824870109558
20380,0.742218136787,0.746974647045,0.746769249439,0.748423874378,0.744619727135,0.742421150208,0.735048651695,0.733324706554
20381,0.834222733974,0.829316496849,0.825218260288,0.814244091511,0.822638034821,0.804622411728,0.802453637123,0.806943714619
20382,0.732196211815,0.731622695923,0.726086318493,0.727818429470,0.731920659542,0.716806054115,0.715718686581,0.717183113098
20383,0.783660888672,0.773567914963,0.758643746376,0.745464026928,0.748376965523,0.747404873371,0.746682703495,0.743572890759
20384,0.751986563206,0.745839238167,0.749570727348,0.749400913715,0.758494138718,0.751017272472,0.751258134842,0.750831067562
20385,0.766368150711,0.755269169807,0.747690558434,0.745854258537,0.749809324741,0.749521136284,0.749138653278,0.749863386154
20386,0.723272323608,0.741731047630,0.750723600388,0.768117427826,0.769966185093,0.777675688267,0.783938467503,0.770231604576
20387,0.724996447563,0.731164932251,0.742863595486,0.748437821865,0.750944793224,0.752581238747,0.757945179939,0.756147503853
20388,0.699119567871,0.693721473217,0.680211186409,0.671103954315,0.669042289257,0.678456842899,0.677570104599,0.680229604244
20389,1.557040572166,1.551473379135,1.549009203911,1.531576871872,1.529138922691,1.553774833679,1.553350329399,1.550224423409
20390,0.719998240471,0.712701499462,0.707203507423,0.702400088310,0.708308517933,0.699873745441,0.701225697994,0.703284740448
20391,1.626762509346,1.614027857780,1.606090307236,1.592547416687,1.587287783623,1.585715055466,1.582774639130,1.576157093048
20392,0.808685898781,0.807162642479,0.805411159992,0.790524244308,0.801454067230,0.798750519753,0.800407230854,0.793115317822
20393,2.189372777939,2.180513381958,2.165288209915,2.159808158875,2.158156633377,2.162209272385,2.162763595581,2.163297891617
20394,1.553413033485,1.541311860085,1.525523185730,1.524373412132,1.515650391579,1.525125503540,1.524835824966,1.513545989990
20395,0.761821031570,0.747796356678,0.736519753933,0.733132541180,0.734966218472,0.724948525429,0.725024938583,0.730208873749
20396,1.842744350433,1.852742910385,1.859146118164,1.858895540237,1.868483543396,1.867132663727,1.871286392212,1.862868547440
20397,0.727219462395,0.735660433769,0.739868104458,0.744428217411,0.752799689770,0.756435453892,0.763384699821,0.763432264328
20398,0.798517763615,0.780382156372,0.765550971031,0.745810031891,0.751637876034,0.744793355465,0.741138577461,0.737759470940
20399,0.718280971050,0.718406021595,0.717470526695,0.711961150169,0.715110957623,0.718016147614,0.725776672363,0.719885051250
20400,0.773374438286,0.767654955387,0.761231243610,0.758069097996,0.756363153458,0.746731519699,0.742691099644,0.737629473209
20401,0.903829455376,0.894650816917,0.895369648933,0.895763337612,0.895620763302,0.892647445202,0.891951084137,0.887877643108
20402,0.750199079514,0.749653339386,0.746611773968,0.733742952347,0.739470660686,0.734858274460,0.734879553318,0.735580444336
20403,0.708365380764,0.715489506721,0.719714581966,0.706501364708,0.706809103489,0.702547907829,0.698815047741,0.698295891285
20404,0.782184720039,0.777792215347,0.767372608185,0.763110697269,0.773897409439,0.779569387436,0.777554571629,0.776741325855
20405,0.781169414520,0.777557492256,0.772648572922,0.768922150135,0.769425988197,0.750956356525,0.751052320004,0.745931208134
20406,2.503157138824,2.493945360184,2.478295087814,2.459340095520,2.451744079590,2.445477485657,2.441850662231,2.442175149918
20407,0.759650766850,0.760690033436,0.758447110653,0.747904419899,0.740644216537,0.740516602993,0.737401604652,0.725004017353
20408,0.789689779282,0.781490564346,0.774239003658,0.769622623920,0.770781874657,0.765111684799,0.759872257710,0.751523256302
20409,0.811327099800,0.821542322636,0.825341999531,0.819416761398,0.830161452293,0.822375655174,0.823617041111,0.825925171375
20410,0.831979334354,0.818308770657,0.812761843204,0.789157092571,0.797797620296,0.790763080120,0.789757549763,0.795199036598
20411,0.714071154594,0.713009119034,0.702025115490,0.694607913494,0.697543084621,0.705295979977,0.701398432255,0.705187022686
20412,0.821722269058,0.812835991383,0.800111174583,0.797278523445,0.799458205700,0.787026882172,0.782468557358,0.776704192162
20413,0.762874841690,0.758397459984,0.749334156513,0.737059593201,0.739248037338,0.733876883984,0.730576336384,0.726541101933
20414,0.795996904373,0.787378132343,0.779598712921,0.776742279530,0.783970832825,0.784655869007,0.788915276527,0.796535134315
20415,0.753514766693,0.749676167965,0.743336796761,0.739190399647,0.746874332428,0.745212912560,0.747876703739,0.750878274441
20416,1.637515306473,1.630104064941,1.626317381859,1.617484569550,1.619315624237,1.626605272293,1.626998782158,1.624117016792
20417,0.697367250919,0.703801989555,0.714163005352,0.716342985630,0.720468997955,0.733910024166,0.733848452568,0.732992231846
20418,0.738730669022,0.744058012962,0.749531388283,0.737010896206,0.740695953369,0.735891878605,0.733498036861,0.735670387745
20419,0.706001460552,0.710800945759,0.718938767910,0.713793039322,0.716403245926,0.714611053467,0.714587926865,0.712729752064
20420,0.778923690319,0.777457952499,0.773211181164,0.767693221569,0.775893449783,0.778575301170,0.779789507389,0.775244832039
20421,0.729561626911,0.724586844444,0.728991389275,0.715773820877,0.711014926434,0.711681604385,0.714581191540,0.707232892513
20422,0.762544870377,0.751877307892,0.738580346107,0.737943589687,0.737279295921,0.742979943752,0.737949728966,0.733643949032
20423,0.759282469749,0.759726703167,0.749766647816,0.742021799088,0.742399454117,0.754455506802,0.759364366531,0.760006606579
20424,1.996953964233,1.982445597649,1.974707961082,1.965067386627,1.963638544083,1.969868779182,1.969194412231,1.969745635986
20425,0.936594545841,0.943657875061,0.946434617043,0.951507687569,0.961980044842,0.983270943165,0.985963582993,0.981336474419
20426,1.402196049690,1.397739052773,1.395988225937,1.400191187859,1.404858946800,1.419206738472,1.426449179649,1.418345928192
20427,0.753769278526,0.758758485317,0.766674935818,0.764768481255,0.778650641441,0.772732138634,0.774529039860,0.771760940552
20428,0.736592710018,0.741689980030,0.753922700882,0.756493091583,0.761357009411,0.766577064991,0.769220113754,0.766335010529
20429,0.801579833031,0.796346008778,0.796875834465,0.802213251591,0.809540033340,0.810550570488,0.814903795719,0.812524437904
20430,0.758815824986,0.751939296722,0.745990812778,0.737086653709,0.749854743481,0.752487421036,0.753984391689,0.756208360195
20431,0.766162812710,0.745160281658,0.730818212032,0.720666468143,0.727247416973,0.717937648296,0.711409747601,0.715248465538
20432,0.734365940094,0.728255331516,0.730057120323,0.728419482708,0.727747976780,0.729208707809,0.727112114429,0.721646249294
20433,0.694530606270,0.698182940483,0.694906115532,0.697983860970,0.698468267918,0.698005437851,0.701076269150,0.700324118137
20434,0.790297985077,0.780639648438,0.777879476547,0.784472048283,0.785109102726,0.789099633694,0.794996976852,0.786958217621
20435,1.880779623985,1.889435529709,1.902175784111,1.911015152931,1.915332555771,1.910183787346,1.916453719139,1.902426958084
20436,0.776755034924,0.773423373699,0.764306485653,0.753547132015,0.752269864082,0.744554817677,0.744934320450,0.747519373894
20437,1.462866067886,1.456559658051,1.455204486847,1.455830812454,1.457481503487,1.461052417755,1.459634780884,1.452742934227
20438,0.760007739067,0.764232754707,0.769131958485,0.762065231800,0.769769430161,0.765235543251,0.768553197384,0.769483387470
20439,0.727124392986,0.732777774334,0.740702211857,0.743843436241,0.747115254402,0.753121972084,0.758754312992,0.760573744774
20440,0.761318564415,0.754722595215,0.752818763256,0.757425606251,0.778041303158,0.789348602295,0.797637820244,0.797617256641
20441,0.805400133133,0.804052829742,0.796058118343,0.786855638027,0.788536548615,0.786282300949,0.793950915337,0.792973279953
20442,0.741747498512,0.747095346451,0.744810700417,0.747713565826,0.751751422882,0.746600389481,0.746313273907,0.742769300938
20443,0.764548659325,0.764658868313,0.755051791668,0.755524039268,0.752177119255,0.741669535637,0.741991996765,0.737746357918
20444,0.747189879417,0.765181958675,0.788701474667,0.785215735435,0.790852785110,0.785436809063,0.793891429901,0.792834699154
