,dec_0_norm,dec_1_norm,dec_2_norm,dec_3_norm,dec_4_norm,dec_5_norm,dec_6_norm,dec_7_norm
86,0.89803743,0.8980265,0.8980928,0.89770955,0.897827,0.89785016,0.8977027,0.89767766
87,0.9957076,0.99570525,0.99570686,0.9957045,0.99570596,0.9957072,0.9957048,0.9957067
88,0.9290333,0.92887247,0.928847,0.9286401,0.92865825,0.9286647,0.92861193,0.928601
89,0.76888895,0.7687814,0.76870084,0.7686168,0.7686288,0.7686153,0.7685714,0.76863444
90,0.96200144,0.96194285,0.9619539,0.96189547,0.96189517,0.9618736,0.961857,0.96185327
91,0.79576796,0.79556453,0.79542243,0.7952698,0.79529756,0.79532105,0.79534096,0.7953662
92,0.79014957,0.78997993,0.7899035,0.78976476,0.7897911,0.78975046,0.78972894,0.78975
93,0.8734082,0.87336916,0.87329704,0.87324196,0.87308365,0.8732027,0.87317437,0.8730158
94,0.9069674,0.90698326,0.90707725,0.90672374,0.90678245,0.9068909,0.90671957,0.9067147
95,0.7884804,0.7883071,0.7880077,0.78787804,0.7878597,0.7877953,0.7876968,0.7876411
96,0.76333314,0.763214,0.7630929,0.76302,0.7630372,0.7630246,0.7629796,0.76296353
97,0.77855456,0.77843386,0.778327,0.7782498,0.7782484,0.7782811,0.77822775,0.7782136
98,0.7754371,0.7753615,0.7752294,0.77513546,0.7751155,0.77512056,0.7751069,0.77506995
99,0.99420756,0.9942082,0.9942051,0.9942045,0.99420565,0.9942054,0.9942017,0.9942082
100,0.9955449,0.9955457,0.9955461,0.99554193,0.99553984,0.9955402,0.9955419,0.99554086
101,0.994006,0.9940015,0.9940045,0.99400115,0.9940034,0.9940034,0.9939964,0.9939993
102,0.8937364,0.89362085,0.8936157,0.89339167,0.89346606,0.8933954,0.8933993,0.8933577
103,0.86983997,0.8699078,0.86979663,0.8695662,0.86965775,0.8695257,0.8695756,0.86945665
104,0.91785914,0.9179685,0.9178015,0.91765714,0.9176412,0.9176201,0.9176109,0.9176662
105,0.7776842,0.7775639,0.77741534,0.77717185,0.77727765,0.77723265,0.777218,0.77726537
106,0.8994784,0.8994082,0.89944243,0.899156,0.89916277,0.8991698,0.8992129,0.899132
107,0.9954125,0.9954087,0.9954108,0.99540836,0.9954104,0.9954092,0.99540657,0.9954096
108,0.89431113,0.894262,0.8941936,0.89391536,0.89395183,0.89379424,0.89384496,0.89361537
109,0.814223,0.81414634,0.8138578,0.8139287,0.8137443,0.81383663,0.81389993,0.81371874
110,0.8461247,0.846094,0.84614676,0.84587145,0.845836,0.845766,0.84584993,0.8457305
111,0.90976036,0.90972054,0.9096333,0.9095232,0.90952706,0.90943915,0.90947014,0.90949744
112,0.8933598,0.893318,0.8933537,0.8930816,0.8931522,0.8929549,0.8929824,0.8930708
113,0.77443963,0.77429897,0.77418506,0.77405035,0.7740121,0.7740949,0.774041,0.774072
114,0.79668033,0.79657173,0.79649013,0.796406,0.7964244,0.79646784,0.796363,0.79643786
115,0.96246666,0.96247107,0.96240777,0.96239084,0.9623823,0.9623359,0.96236014,0.96236515
116,0.9767061,0.9767071,0.9767095,0.9767097,0.9767112,0.976712,0.976712,0.9767112
117,0.782757,0.7817859,0.7819913,0.78184605,0.7817216,0.78188896,0.78171647,0.78197753
118,0.79642355,0.7966342,0.7967779,0.7961537,0.796317,0.7960716,0.79636997,0.7959863
119,0.80781704,0.80769366,0.80756664,0.807503,0.80751646,0.8075815,0.8075153,0.8075139
120,0.7361565,0.7360012,0.7358163,0.73564816,0.7356139,0.7356365,0.73557603,0.73558074
