feature_id,activation_freq,mean_activation,active_mean_activation,rms_activation,max_activation,total_activation_mass
0,0.000099999997,0.000404106482,4.041064739227,0.040430605412,4.228716373444,20.205324172974
1,0.000019999999,0.000078372475,3.918623924255,0.017524618655,3.918623924255,3.918623924255
2,0.000139999989,0.000593004574,4.235747337341,0.050228107721,4.525283336639,29.650230407715
3,0.000019999999,0.000076408302,3.820415019989,0.017085414380,3.820415019989,3.820415019989
4,0.000419999997,0.001727311523,4.112646579742,0.084457211196,4.854483604431,86.365577697754
5,0.000079999998,0.000322265550,4.028319358826,0.036034990102,4.087527751923,16.113277435303
6,0.000180000003,0.000964976964,5.360982894897,0.073264226317,6.561648845673,48.248847961426
7,0.000039999999,0.000155013870,3.875346660614,0.024513036013,3.937912464142,7.750693321228
8,0.000059999998,0.000245158270,4.085971355438,0.031651917845,4.147461414337,12.257913589478
9,0.004259999841,0.020941684023,4.915888309479,0.333293408155,10.830121994019,1047.084228515625
10,0.000379999983,0.001577772782,4.152033805847,0.081151098013,4.619269847870,78.888641357422
11,0.000059999998,0.000241657064,4.027617931366,0.031245525926,4.341068267822,12.082853317261
12,0.000199999995,0.000822017028,4.110085487366,0.058252722025,4.681454181671,41.100852966309
13,0.001339999959,0.007832893170,5.845443248749,0.227046608925,14.379432678223,391.644683837891
14,0.000180000003,0.000777895621,4.321642398834,0.058467466384,5.821543216705,38.894783020020
15,0.000019999999,0.000076971955,3.848597764969,0.017211452127,3.848597764969,3.848597764969
16,0.000099999997,0.000409967324,4.099673271179,0.041023671627,4.275104045868,20.498367309570
17,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
18,0.000079999998,0.000318960054,3.987000942230,0.035693198442,4.245660305023,15.948003768921
19,0.003039999865,0.033362224698,10.974415779114,1.006865143776,63.614379882812,1668.111206054688
20,0.008940000087,0.231336697936,25.876588821411,2.592581987381,29.748594284058,11566.834960937500
21,0.000180000003,0.000745262834,4.140348911285,0.055600240827,4.416469573975,37.263141632080
22,0.000019999999,0.000083584033,4.179201602936,0.018689958379,4.179201602936,4.179201602936
23,0.000219999987,0.000884489273,4.020405769348,0.059737171978,4.592584609985,44.224464416504
24,0.016479998827,0.131437689066,7.975588321686,1.231196522713,37.662216186523,6571.884765625000
25,0.000039999999,0.000164600729,4.115018367767,0.026036005467,4.231051921844,8.230036735535
26,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
27,0.000239999994,0.000990678323,4.127826690674,0.064202189445,5.243070125580,49.533920288086
28,0.000099999997,0.000426042883,4.260428905487,0.042777936906,4.847135066986,21.302145004272
29,0.000119999997,0.000497219968,4.143499851227,0.045446000993,4.478536128998,24.861000061035
30,0.000039999999,0.000156008886,3.900222301483,0.024667449296,3.918763399124,7.800444602966
31,0.018919998780,0.978133857250,51.698410034180,9.343201637268,105.270622253418,48906.695312500000
32,0.000019999999,0.000076385921,3.819296121597,0.017080411315,3.819296121597,3.819296121597
33,0.000139999989,0.000576453749,4.117527008057,0.048795655370,4.605899333954,28.822689056396
34,0.000119999997,0.000476603367,3.971694946289,0.043529272079,4.113108158112,23.830169677734
35,0.000099999997,0.000419895456,4.198954582214,0.042156729847,4.929909229279,20.994773864746
36,0.000019999999,0.000076399941,3.819997072220,0.017083546147,3.819997072220,3.819997072220
37,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
38,0.000019999999,0.000079320736,3.966037034988,0.017736656591,3.966037034988,3.966037034988
39,0.000180000003,0.000724783167,4.026573181152,0.054077230394,4.284991264343,36.239158630371
40,0.000059999998,0.000233976622,3.899610519409,0.030219670385,4.064000129700,11.698831558228
41,0.000059999998,0.000232751147,3.879185914993,0.030049853027,3.909260988235,11.637557983398
42,0.000019999999,0.000086101150,4.305057525635,0.019252801314,4.305057525635,4.305057525635
43,0.005219999701,0.047903943807,9.177000999451,0.884382903576,49.083114624023,2395.197265625000
44,0.000379999983,0.001548717730,4.075572967529,0.079642221332,4.966226577759,77.435890197754
45,0.000099999997,0.000394132105,3.941321134567,0.039429884404,4.127536296844,19.706605911255
46,0.004279999994,0.017954098061,4.194882869720,0.275372833014,5.794744491577,897.704956054688
47,0.000099999997,0.000387993001,3.879930019379,0.038807895035,4.039947032928,19.399650573730
48,0.000139999989,0.000564704766,4.033605575562,0.047775883228,4.371308326721,28.235239028931
49,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
50,0.000579999993,0.002558846725,4.411804676056,0.107120871544,6.227994918823,127.942337036133
51,0.000239999994,0.001062408206,4.426701068878,0.068986356258,5.025783538818,53.120410919189
52,0.000199999995,0.000816471234,4.082356452942,0.057832792401,4.628762722015,40.823562622070
53,0.000019999999,0.000089872985,4.493649482727,0.020096210763,4.493649482727,4.493649482727
54,0.000180000003,0.000838692067,4.659400463104,0.062946416438,5.341969013214,41.934604644775
55,0.000159999996,0.000652032089,4.075200557709,0.051647037268,4.531466960907,32.601604461670
56,0.000559999957,0.005458285566,9.746938705444,0.292090177536,22.338846206665,272.914276123047
57,0.000139999989,0.000595571008,4.254078865051,0.050755422562,5.525803089142,29.778551101685
58,0.000019999999,0.000076342702,3.817135334015,0.017070747912,3.817135334015,3.817135334015
59,0.000079999998,0.000325141096,4.064263820648,0.036369413137,4.276428222656,16.257055282593
60,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
61,0.000039999999,0.000183926764,4.598169326782,0.029123831540,4.846723079681,9.196338653564
62,0.000139999989,0.000567964104,4.056886672974,0.048038519919,4.316114425659,28.398206710815
63,0.000219999987,0.000903127773,4.105126380920,0.061079174280,4.927397727966,45.156391143799
64,0.000199999995,0.000843208982,4.216044902802,0.059870224446,4.948750972748,42.160449981689
65,0.000159999996,0.000644056359,4.025352478027,0.050967779011,4.302928924561,32.202819824219
66,0.000019999999,0.000076427190,3.821359634399,0.017089640722,3.821359634399,3.821359634399
67,0.000559999957,0.002460584510,4.393900871277,0.105209015310,6.641646862030,123.029228210449
68,0.001419999986,0.007411049213,5.219048500061,0.225440815091,23.595737457275,370.552459716797
69,0.000059999998,0.000246073934,4.101232528687,0.031826537102,4.453468322754,12.303697586060
