feature_id,llama32-3B-Instruct_ckpt_0_contrib_mean_scaled_with_decoder_norm,llama32-3B-Instruct_ckpt_120_contrib_mean_scaled_with_decoder_norm,llama32-3B-Instruct_ckpt_240_contrib_mean_scaled_with_decoder_norm,llama32-3B-Instruct_ckpt_360_contrib_mean_scaled_with_decoder_norm
72391,0.013293776661,0.008337863721,0.008140965365,0.008210981265
72392,0.017471021041,0.016474574804,0.017871160060,0.018222955987
72393,0.024467183277,0.019198322669,0.017263710499,0.016828661785
72394,0.010466131382,0.006083126180,0.006590354722,0.006349400617
72395,0.007645333651,0.003000167897,0.000794509251,0.000539176865
72396,0.003494308330,0.000094324030,0.000174338566,0.000051954201
72397,0.027141906321,0.024148110300,0.023602159694,0.024206569418
72398,0.005268068053,0.000181234034,0.000251210091,0.000417509582
72399,0.025180539116,0.023075662553,0.022765098140,0.023460235447
72400,0.018864097074,0.013182960451,0.013152048923,0.012521394528
72401,0.009505936876,0.004489504267,0.002341286279,0.002083090600
72402,0.024289244786,0.021794758737,0.022248551250,0.022892132401
72403,0.033237092197,0.030633017421,0.030915385112,0.029604267329
72404,0.017262177542,0.014083490707,0.015015977435,0.014651764184
72405,0.027086274698,0.022597659379,0.021736824885,0.020481470972
72406,0.015240105800,0.013994931243,0.014392196201,0.013988235034
72407,0.015994081274,0.011185910553,0.009284682572,0.008569782600
72408,0.027872664854,0.025676297024,0.025241676718,0.025618581101
72409,0.022658279166,0.017263352871,0.016697335988,0.015411426313
72410,0.026457119733,0.024494312704,0.023647809401,0.023240875453
72411,0.030733572319,0.028392447159,0.028719415888,0.028571607545
72412,0.011095346883,0.003950600047,0.002295654500,0.002289203461
72413,0.014185774140,0.013000579551,0.012731296942,0.013765437528
72414,0.034144185483,0.030307751149,0.029875041917,0.028930289671
72415,0.011678047478,0.006115905475,0.003402167698,0.002928640461
72416,0.020813075826,0.017426727340,0.016452129930,0.017626782879
72417,0.017688382417,0.016398312524,0.017868852243,0.016871102154
72418,0.020029088482,0.017140571028,0.017366893589,0.017774228007
72419,0.022518515587,0.021429607645,0.019613001496,0.019867481664
72420,0.011970343068,0.010067896917,0.011154146865,0.011192875914
72421,0.007286245469,0.001031246386,0.000898919126,0.001379768946
72422,0.033327467740,0.029414981604,0.029857994989,0.030595792457
72423,0.026180353016,0.024438090622,0.024898087606,0.025266207755
72424,0.003297472605,0.000916678749,0.000500525057,0.000721573306
72425,0.023823255673,0.019405752420,0.017715161666,0.018489344046
72426,0.029481654987,0.028150554746,0.029430193827,0.028827715665
72427,0.017197733745,0.014672966674,0.014660464600,0.014441650361
72428,0.033798646182,0.030993299559,0.030864672735,0.031643468887
72429,0.007424379699,0.003249498550,0.002436980838,0.002439284697
72430,0.004581925925,0.000307565322,0.000987136271,0.000215586580
72431,0.026959516108,0.025326319039,0.026421228424,0.026222677901
72432,0.021231750026,0.017214415595,0.018424039707,0.018109990284
72433,0.027337038890,0.025337951258,0.026103312150,0.026100009680
72434,0.006324304733,0.001730901771,0.000552904967,0.000368177920
72435,0.027706408873,0.022463651374,0.020840423182,0.020652109757
72436,0.011866807006,0.006009206176,0.005045642611,0.004267851356
72437,0.026208424941,0.023377910256,0.022132867947,0.023208759725
72438,0.002026010305,0.001937120687,0.000710498949,0.001704459544
72439,0.036531418562,0.033580254763,0.033148147166,0.033345457166
72440,0.019030321389,0.017086017877,0.017514036968,0.017670150846
72441,0.018667755648,0.016040708870,0.015942513943,0.016029419377
72442,0.020173411816,0.017813021317,0.018342448398,0.018120719120
72443,0.025614475831,0.022205322981,0.021028164774,0.020142920315
72444,0.026634715497,0.024230875075,0.022982815281,0.022987188771
72445,0.006211226340,0.002331599360,0.001842905534,0.002064491622
72446,0.020858228207,0.017206691206,0.016818635166,0.016528116539
72447,0.024909004569,0.020065980032,0.017392780632,0.017124721780
72448,0.019693337381,0.016212658957,0.016518035904,0.016644738615
72449,0.026552723721,0.022960120812,0.022351402789,0.022624969482
72450,0.011302279308,0.009201807901,0.009264241904,0.008945300244
72451,0.015285642818,0.011261031032,0.012695017271,0.014515091665
72452,0.009137406014,0.005894849077,0.007110496983,0.006896669045
72453,0.024517703801,0.022277325392,0.022685175762,0.023514635861
72454,0.029161229730,0.026645258069,0.025584343821,0.024408059195
72455,0.023889046162,0.021595377475,0.022512475029,0.023197753355
72456,0.004258336499,0.000702103367,0.000477047259,0.000727473875
72457,0.016413517296,0.013474694453,0.012908073142,0.013208274730
72458,0.020060723647,0.017529688776,0.019232764840,0.019533405080
72459,0.016643304378,0.013501595706,0.013540249318,0.012576015666
72460,0.024421241134,0.021619275212,0.021979758516,0.021881120279
72461,0.023102965206,0.019817251712,0.018533444032,0.017554175109
72462,0.017055196688,0.011951857246,0.010470044799,0.009366124868
72463,0.021151503548,0.018260933459,0.018055191264,0.017782220617
72464,0.011145774275,0.007645630743,0.007027223706,0.006602972746
72465,0.015044284984,0.009093089961,0.007993152365,0.006480015349
72466,0.013995147310,0.009648405947,0.008972438052,0.009889723733
