feature_id,llama32-3B-Instruct_ckpt_0_contrib_mean,llama32-3B-Instruct_ckpt_120_contrib_mean,llama32-3B-Instruct_ckpt_240_contrib_mean,llama32-3B-Instruct_ckpt_360_contrib_mean
314,0.042843259871,0.030868781731,0.031748253852,0.029561027884
315,0.041618525982,0.025254797190,0.019995536655,0.019192678854
316,0.000108668522,0.000036398880,0.000070621201,0.000088737972
317,0.031176377088,0.018915979192,0.017610913143,0.017073472962
318,0.056950565428,0.048975463957,0.052595119923,0.051602922380
319,0.107625618577,0.098873481154,0.098902799189,0.098876513541
320,0.098588161170,0.088200844824,0.083155892789,0.084197305143
321,0.090295150876,0.085771903396,0.080475822091,0.076324939728
322,0.117771804333,0.098607309163,0.093739733100,0.087437041104
323,0.113416530192,0.104551963508,0.107672035694,0.107672028244
324,0.102415546775,0.089518286288,0.090666003525,0.093313552439
325,0.135930314660,0.125751629472,0.131760746241,0.129832118750
326,0.132753446698,0.123628191650,0.125368312001,0.123789705336
327,0.018040776253,0.006325894035,0.005399515387,0.007007131819
328,0.061547897756,0.048198584467,0.050138905644,0.050206780434
329,0.087158933282,0.072963915765,0.073182791471,0.073031306267
330,0.122698880732,0.107978299260,0.108143359423,0.108054891229
331,0.087500482798,0.077442146838,0.073703527451,0.073484286666
332,0.064413256943,0.047834265977,0.046864692122,0.043980281800
333,0.013765125535,0.003836576128,0.000750535051,0.000863898371
334,0.087056823075,0.075649879873,0.072319380939,0.071557834744
335,0.096926309168,0.091715909541,0.088871933520,0.089593805373
336,0.010487861931,0.008527734317,0.008088102564,0.009554464370
337,0.086995944381,0.083550117910,0.086727753282,0.087857797742
338,0.141220048070,0.127810984850,0.120774127543,0.115577504039
339,0.108722910285,0.098893091083,0.097856082022,0.097806207836
340,0.078965172172,0.069065995514,0.070369623601,0.071127846837
341,0.031517922878,0.027616435662,0.030925558880,0.027696652338
342,0.134633630514,0.121999986470,0.122811391950,0.119820468128
343,0.106654360890,0.100586406887,0.104896113276,0.106607303023
344,0.113642476499,0.104289039969,0.105587571859,0.102533094585
345,0.015808457509,0.006216706242,0.004786138888,0.003493828932
346,0.127668008208,0.115087643266,0.119726568460,0.118831902742
347,0.101779364049,0.081526629627,0.078072905540,0.073466859758
348,0.124786801636,0.109672568738,0.111050635576,0.108062103391
349,0.025261361152,0.009407970123,0.006341011263,0.006439494435
350,0.026738855988,0.021635755897,0.020082969218,0.020530875772
351,0.082149960101,0.072527244687,0.073568008840,0.074603840709
352,0.077032551169,0.064733013511,0.067916646600,0.072724834085
353,0.046418264508,0.037773374468,0.038102082908,0.040951479226
354,0.054901681840,0.044805388898,0.045590423048,0.044323701411
355,0.001252672751,0.000125239167,0.000214710366,0.000843637914
356,0.105698265135,0.092007666826,0.092491224408,0.092369832098
357,0.018404025584,0.008370781317,0.005456508137,0.004031126387
358,0.095312803984,0.083186559379,0.082006141543,0.079188004136
359,0.034431993961,0.020154282451,0.012942592613,0.011904977262
360,0.094375170767,0.082181230187,0.087503418326,0.086312055588
361,0.111496932805,0.103948444128,0.107164040208,0.108168609440
362,0.138144806027,0.123545259237,0.114864282310,0.115547396243
363,0.153721734881,0.132691457868,0.130209863186,0.125898241997
364,0.011719403788,0.004350180272,0.006861884147,0.006327024195
365,0.003609868698,0.000372906419,0.000147580678,0.000129207838
366,0.092232458293,0.083540290594,0.087080366910,0.087258912623
367,0.146421134472,0.137105703354,0.139846593142,0.134831905365
368,0.101332031190,0.091966293752,0.092614345253,0.099867425859
369,0.111881084740,0.097720757127,0.093753561378,0.091010525823
370,0.128811180592,0.117546841502,0.122272975743,0.120889432728
371,0.130064427853,0.118948794901,0.120054088533,0.113693282008
372,0.002245832235,0.000353193871,0.000089619571,0.000116609765
373,0.032964937389,0.012342181988,0.009943061508,0.009467687458
374,0.141306206584,0.134230062366,0.139717653394,0.140028163791
375,0.140413925052,0.128831833601,0.131332978606,0.130684107542
376,0.072837747633,0.055996991694,0.054032653570,0.051181942225
377,0.082525759935,0.074312493205,0.071428000927,0.068391174078
378,0.023963382468,0.015429692343,0.018690243363,0.018104558811
379,0.137476250529,0.125471562147,0.123352117836,0.128633007407
380,0.033593725413,0.024157933891,0.029970841482,0.030970675871
381,0.080070346594,0.073321849108,0.071464031935,0.068779766560
382,0.060307726264,0.039256542921,0.043616447598,0.040256422013
383,0.110338114202,0.097016289830,0.097519733012,0.094992481172
384,0.085017867386,0.073288798332,0.072633750737,0.075659021735
385,0.133309543133,0.121606439352,0.122909910977,0.121307581663
386,0.078448191285,0.064702682197,0.063738398254,0.062745578587
387,0.103470198810,0.092768162489,0.092291735113,0.085963316262
388,0.081709563732,0.074824549258,0.069659709930,0.072087161243
389,0.112465806305,0.100907236338,0.105548106134,0.101542353630
390,0.054716434330,0.041986860335,0.043087698519,0.043661013246
391,0.064457342029,0.051778659225,0.050192102790,0.046233408153
392,0.066700555384,0.057196252048,0.055776443332,0.055246558040
393,0.044978447258,0.033828079700,0.033937126398,0.032838564366
394,0.094677470624,0.087349139154,0.086913324893,0.084416113794
395,0.075207710266,0.062931850553,0.060252543539,0.056218657643
396,0.077561683953,0.071029439569,0.075564645231,0.074979871511
397,0.097141854465,0.091766700149,0.088752828538,0.094452820718
398,0.094397418201,0.085761681199,0.087488725781,0.088145576417
399,0.121021971107,0.109387412667,0.106266930699,0.106700465083
400,0.099257051945,0.080919831991,0.076322041452,0.077923163772
401,0.061173304915,0.040974743664,0.040449470282,0.042101088911
402,0.096176236868,0.082007266581,0.080775469542,0.078335024416
403,0.095695853233,0.085970506072,0.085584960878,0.084547817707
404,0.108866170049,0.099859297276,0.102982245386,0.102538749576
405,0.081317983568,0.070973217487,0.070523373783,0.068677879870
406,0.098704330623,0.091317832470,0.090131931007,0.086751990020
407,0.096031546593,0.084771141410,0.085442341864,0.086699128151
408,0.113259628415,0.097076773643,0.089560896158,0.089621558785
409,0.097561381757,0.087196573615,0.084605537355,0.089619629085
410,0.089288145304,0.076937623322,0.075210571289,0.072257183492
411,0.152180030942,0.137083590031,0.137162044644,0.134130716324
412,0.108483202755,0.099119007587,0.099936395884,0.096999771893
413,0.123544238508,0.117736011744,0.125804498792,0.127507120371
414,0.013525987975,0.003707841504,0.002688203705,0.002886417788
415,0.020330959931,0.009135763161,0.007169126999,0.006179645192
416,0.085580386221,0.079347759485,0.081230200827,0.078985102475
417,0.109280996025,0.101509936154,0.102694608271,0.103654488921
418,0.108886763453,0.101584486663,0.097179353237,0.097352974117
419,0.096274219453,0.085710249841,0.084064923227,0.085748180747
420,0.143834367394,0.131030842662,0.131264314055,0.131547883153
421,0.067657507956,0.061018586159,0.067793384194,0.070113196969
422,0.012193359435,0.003440266708,0.000810636266,0.001364562078
423,0.065079987049,0.052204664797,0.045175839216,0.044135790318
424,0.107733562589,0.096474401653,0.097217917442,0.094031050801
425,0.144466504455,0.123565524817,0.123975113034,0.116847328842
426,0.020329318941,0.006958678830,0.002812821884,0.002270354657
427,0.000849375152,0.000428201049,0.000996545423,0.000742070435
428,0.170453533530,0.162080764771,0.165496408939,0.166655167937
429,0.091473981738,0.074229948223,0.072003208101,0.073895111680
430,0.110245026648,0.098057202995,0.092840880156,0.094030134380
431,0.076251395047,0.065393924713,0.068337216973,0.066370151937
432,0.086557224393,0.068306349218,0.067417174578,0.066918686032
433,0.135235145688,0.119645886123,0.116562239826,0.118557661772
434,0.137574970722,0.125768452883,0.122241452336,0.116638854146
435,0.059834007174,0.054723743349,0.057725030929,0.058240763843
