,dec_0_self_dot_ratio_norm,dec_1_self_dot_ratio_norm,dec_2_self_dot_ratio_norm,dec_3_self_dot_ratio_norm,dec_4_self_dot_ratio_norm,dec_5_self_dot_ratio_norm,dec_6_self_dot_ratio_norm,dec_7_self_dot_ratio_norm,dec_8_self_dot_ratio_norm,dec_9_self_dot_ratio_norm,dec_10_self_dot_ratio_norm,dec_11_self_dot_ratio_norm,dec_12_self_dot_ratio_norm,dec_13_self_dot_ratio_norm,dec_14_self_dot_ratio_norm,dec_15_self_dot_ratio_norm
8193,0.0018858622,0.0018868928,0.001886466,0.0018862388,0.0018862657,0.0018864507,0.0018860133,0.001886582,0.0018868877,0.0018863308,0.0018861652,0.0018863899,0.0018864067,0.00188645,0.0018863801,0.0018865109
8194,0.0019000637,0.0018999282,0.0018991238,0.0018997735,0.0018997282,0.0018994667,0.0018995153,0.0018996598,0.0018997557,0.0018998294,0.0018995863,0.0018994905,0.0019001501,0.0019000078,0.001899359,0.0018995579
8195,0.0018838382,0.001883624,0.0018840012,0.0018836036,0.0018840507,0.0018837946,0.0018839114,0.0018842877,0.0018838645,0.001883904,0.0018837656,0.0018839323,0.0018839817,0.0018842424,0.00188418,0.0018840788
8196,0.0018841168,0.0018842305,0.001884408,0.0018847984,0.0018840954,0.0018841986,0.0018842502,0.0018847014,0.0018842495,0.0018842567,0.0018842482,0.0018846152,0.0018842517,0.0018841029,0.0018841332,0.0018844757
8197,0.0018923887,0.0018926825,0.0018925151,0.0018926215,0.0018928242,0.0018927235,0.001892679,0.0018926843,0.0018930241,0.0018921237,0.0018929732,0.001892485,0.0018929921,0.0018926713,0.0018925508,0.0018926042
8198,0.0018922135,0.0018920037,0.0018924543,0.001892523,0.0018923109,0.0018921638,0.0018923369,0.0018929406,0.0018923294,0.0018920306,0.0018925373,0.0018925073,0.0018919733,0.0018924425,0.0018923983,0.0018921933
8199,0.0018869938,0.001886693,0.001887033,0.0018869359,0.0018864137,0.0018866924,0.0018863609,0.0018870281,0.0018866854,0.0018860857,0.001886803,0.0018866032,0.0018862742,0.001886755,0.0018867174,0.0018867339
8200,0.0018909051,0.0018911158,0.0018912352,0.0018915192,0.001890837,0.0018910638,0.0018905144,0.0018911589,0.0018905594,0.0018910969,0.0018906124,0.0018907893,0.0018909293,0.0018907421,0.0018908854,0.001890683
8201,0.0018834455,0.0018827002,0.0018833139,0.0018834765,0.0018835932,0.0018833623,0.0018838182,0.0018836892,0.0018833076,0.0018834663,0.0018827599,0.0018833908,0.0018834157,0.0018837474,0.0018833198,0.0018828432
8202,0.0018867205,0.0018873069,0.0018874867,0.0018870268,0.0018871914,0.0018872154,0.0018869754,0.0018872061,0.0018869183,0.0018871122,0.0018868439,0.001887599,0.0018871065,0.0018870502,0.0018875868,0.0018872463
8203,0.0018790055,0.0018789319,0.00187871,0.0018787776,0.0018788581,0.0018793404,0.0018792673,0.0018790319,0.0018792079,0.0018790421,0.0018791257,0.0018790334,0.0018793865,0.0018784299,0.0018787427,0.001878562
8204,0.0018984284,0.0018988184,0.0018985287,0.001898131,0.0018979544,0.001898226,0.0018983913,0.0018978437,0.0018983738,0.0018984725,0.0018989005,0.001898219,0.0018983632,0.0018981787,0.0018989843,0.0018982617
8205,0.0018895776,0.0018902455,0.0018896878,0.0018898586,0.0018895784,0.0018900299,0.0018903714,0.0018893594,0.0018900735,0.0018902959,0.0018896641,0.0018897471,0.0018901583,0.001889848,0.0018898295,0.0018893278
8206,0.0018815516,0.0018815846,0.001880725,0.0018819151,0.0018812272,0.001881632,0.0018814419,0.0018816593,0.0018811134,0.0018808588,0.001881551,0.0018812778,0.0018815624,0.0018812345,0.0018815266,0.0018812122
8207,0.0018833565,0.001882993,0.0018833709,0.0018832706,0.0018830198,0.0018828847,0.0018831426,0.0018823536,0.0018826723,0.0018832708,0.0018825269,0.0018831306,0.0018832502,0.0018829142,0.0018830048,0.0018834169
8208,0.0018798293,0.0018794193,0.0018794478,0.0018797248,0.0018795019,0.0018794403,0.0018794733,0.0018795073,0.0018793405,0.0018794916,0.0018799771,0.0018793782,0.0018792017,0.0018801016,0.0018794457,0.001879507
8209,0.0019035825,0.0019045492,0.0019049773,0.0019048257,0.0019047115,0.0019048868,0.0019043641,0.0019053468,0.0019046644,0.0019056131,0.0019050406,0.0019037165,0.0019049037,0.0019045223,0.0019051633,0.0019050844
8210,0.0018899902,0.0018902253,0.0018900479,0.001890021,0.0018902853,0.0018904503,0.0018896345,0.001889866,0.0018903422,0.0018904518,0.0018898243,0.0018906696,0.0018901079,0.0018897393,0.0018902993,0.0018913773
8211,0.0018855099,0.0018851548,0.0018851073,0.0018853975,0.0018854708,0.0018852489,0.0018853532,0.0018854315,0.0018853749,0.0018856053,0.0018856982,0.0018856726,0.0018855095,0.0018858784,0.0018855754,0.0018851538
8212,0.0019148632,0.0019152466,0.0019141793,0.0019150544,0.0019150651,0.0019145889,0.0019138631,0.0019153116,0.0019147568,0.0019141723,0.0019150501,0.0019147095,0.0019147801,0.0019141474,0.0019144204,0.0019146359
8213,0.001899389,0.0018987248,0.0018986135,0.0018998213,0.0018992763,0.0018992918,0.0018993662,0.0018996735,0.0018990315,0.0018990742,0.0018988292,0.0018988202,0.0018993309,0.0018989469,0.0018993842,0.0018989987
8214,0.0018991448,0.0018987823,0.001898484,0.0018990275,0.001899259,0.0018989969,0.0018991021,0.0018991285,0.0018991173,0.0018989043,0.0018991327,0.0018990985,0.0018988587,0.0018991575,0.0018985348,0.001899018
8215,0.0018961114,0.0018975737,0.0018968696,0.0018974425,0.0018966992,0.0018972764,0.0018972581,0.0018961902,0.0018971972,0.0018967881,0.001897637,0.0018973337,0.001897163,0.0018977461,0.0018967969,0.001896659
8216,0.0018862943,0.0018865876,0.0018866943,0.001886975,0.001886491,0.0018864847,0.0018862378,0.0018859045,0.001886374,0.0018866219,0.0018869383,0.0018863296,0.0018863259,0.0018863714,0.0018863585,0.0018867068
8217,0.0018972234,0.0018977297,0.0018969193,0.0018977781,0.0018966103,0.0018972922,0.0018969732,0.001896651,0.0018971083,0.001896767,0.0018973232,0.0018972643,0.0018965141,0.0018972465,0.0018968664,0.0018968933
8218,0.0018907905,0.0018906286,0.0018905695,0.0018905144,0.0018909887,0.001890641,0.0018907436,0.0018902409,0.0018904251,0.0018901911,0.0018906523,0.0018908335,0.0018906316,0.0018902243,0.0018906061,0.001890836
8219,0.0018888483,0.0018883394,0.0018882387,0.0018885109,0.0018886055,0.0018883413,0.0018883857,0.0018886353,0.0018879856,0.0018893756,0.0018885584,0.0018887714,0.001888721,0.0018888287,0.0018884479,0.0018887124
8220,0.0018808624,0.0018806646,0.0018807356,0.0018805051,0.0018807384,0.0018813645,0.0018809501,0.0018810616,0.0018808672,0.0018810574,0.0018807909,0.0018811127,0.0018809491,0.0018802658,0.0018809501,0.0018809825
8221,0.0018738051,0.0018741066,0.0018740478,0.0018742031,0.0018741899,0.0018741,0.0018736278,0.0018740882,0.001874231,0.0018742619,0.0018738526,0.0018742286,0.0018743433,0.0018743958,0.0018742436,0.0018740254
8222,0.0018876147,0.0018879882,0.0018881244,0.0018879606,0.001887563,0.0018884178,0.0018874867,0.0018876382,0.0018874854,0.0018882763,0.0018881302,0.0018872677,0.0018874314,0.001887729,0.0018875282,0.0018872453
8223,0.0018871659,0.0018872984,0.0018875668,0.0018875477,0.0018873804,0.0018876243,0.0018877481,0.0018873276,0.0018872017,0.0018874761,0.001887465,0.0018872195,0.0018874307,0.0018872774,0.0018876103,0.0018873743
8224,0.0018954813,0.00189537,0.0018955648,0.0018957386,0.0018949495,0.0018948154,0.001894741,0.0018948156,0.0018950632,0.0018950156,0.0018954241,0.0018949718,0.0018955774,0.0018951634,0.0018950327,0.0018954801
8225,0.001887173,0.0018872264,0.0018871634,0.001887113,0.0018873988,0.0018874288,0.0018872006,0.0018867608,0.0018871682,0.0018872472,0.0018871045,0.0018872748,0.0018869789,0.0018873886,0.0018871075,0.0018875035
8226,0.0018899814,0.0018892584,0.0018898008,0.00188901,0.0018893664,0.0018893202,0.0018897462,0.0018886082,0.0018895805,0.0018890091,0.0018889925,0.0018898003,0.0018895116,0.0018898792,0.0018890223,0.001889168
8227,0.0018939803,0.0018948098,0.0018946972,0.0018947575,0.001894196,0.0018946059,0.0018943715,0.0018952005,0.001894443,0.0018943211,0.0018942226,0.0018946267,0.0018949602,0.0018946707,0.0018948832,0.0018943383
8228,0.0018779172,0.0018778297,0.0018781042,0.0018776405,0.001877996,0.0018779654,0.0018780819,0.0018774426,0.0018778688,0.0018782006,0.0018778424,0.0018778938,0.0018777795,0.0018778984,0.0018778595,0.0018778351
8229,0.0018842267,0.0018840411,0.0018838779,0.0018842458,0.0018845311,0.0018845203,0.0018842431,0.0018844716,0.0018837516,0.0018840288,0.0018845596,0.00188397,0.0018842852,0.0018836443,0.0018837746,0.001884413
8230,0.0018866099,0.0018865138,0.0018867947,0.0018867175,0.00188697,0.0018870331,0.0018869335,0.0018867555,0.0018871159,0.0018872062,0.0018870342,0.0018871517,0.001887125,0.0018868572,0.0018871353,0.0018866635
8231,0.001889199,0.0018888306,0.0018895342,0.0018892832,0.0018890176,0.0018891947,0.0018888345,0.0018892786,0.0018890598,0.0018887024,0.0018887795,0.0018887752,0.0018887761,0.001889205,0.0018893939,0.0018892406
8232,0.0018855972,0.0018853646,0.0018856246,0.0018854106,0.0018855414,0.0018852869,0.0018849404,0.0018860047,0.001885295,0.0018849106,0.0018855586,0.0018849688,0.0018856087,0.0018851382,0.0018851366,0.0018852819
8233,0.0018943162,0.0018940144,0.001893802,0.0018933408,0.0018938913,0.0018935638,0.0018942226,0.0018939733,0.0018940155,0.0018942867,0.0018942138,0.0018940854,0.0018938793,0.001893976,0.001894094,0.0018937755
8234,0.0018858854,0.001885947,0.0018856286,0.0018853832,0.0018857896,0.0018854041,0.0018853068,0.0018858535,0.0018853832,0.0018856104,0.0018852302,0.0018857131,0.001885351,0.0018852807,0.0018855912,0.001885551
8235,0.0018758752,0.0018757752,0.0018754775,0.0018759471,0.0018756962,0.0018754366,0.0018754444,0.0018756586,0.0018757856,0.0018757862,0.0018756051,0.0018756371,0.0018757652,0.0018755959,0.0018758866,0.0018759372
8236,0.0018920539,0.0018922298,0.0018924004,0.0018922089,0.0018923231,0.0018927144,0.0018927177,0.0018926978,0.0018923662,0.001892447,0.0018924231,0.0018925419,0.0018926648,0.0018925939,0.0018922961,0.0018923053
8237,0.0018750716,0.0018753665,0.0018753499,0.0018750462,0.0018752743,0.0018750269,0.0018749811,0.0018752003,0.0018752153,0.0018753858,0.001875154,0.0018752957,0.0018751883,0.00187549,0.001875272,0.0018752347
8238,0.001876679,0.0018759841,0.001876378,0.0018768699,0.0018769847,0.001876559,0.0018762845,0.0018765235,0.0018764327,0.0018768843,0.0018758322,0.0018767352,0.0018765188,0.0018765313,0.0018769585,0.0018770546
8239,0.0018764829,0.0018758021,0.0018769302,0.0018763687,0.0018768836,0.0018763007,0.0018765313,0.0018758744,0.00187632,0.0018769683,0.001876337,0.0018769472,0.0018766295,0.0018762175,0.0018766748,0.0018766165
8240,0.0018802525,0.0018809563,0.0018807512,0.0018804013,0.0018807342,0.0018805765,0.0018810915,0.0018802407,0.0018801722,0.0018806824,0.0018807506,0.0018797934,0.0018809533,0.0018810049,0.0018806545,0.001880359
8241,0.0018883774,0.0018886836,0.0018888313,0.0018886405,0.0018884497,0.0018878536,0.0018885044,0.0018889343,0.0018887469,0.0018891243,0.0018886386,0.0018889778,0.0018888992,0.0018889273,0.0018884169,0.0018883884
8242,0.0018868371,0.0018874963,0.0018871058,0.0018871169,0.0018872215,0.00188703,0.0018872607,0.0018872157,0.0018867649,0.0018874846,0.0018871448,0.0018873359,0.001887149,0.0018869712,0.0018873044,0.0018865883
8243,0.0018828925,0.0018835271,0.0018834592,0.0018827807,0.0018837006,0.0018837238,0.0018839317,0.0018832289,0.0018836088,0.0018829328,0.0018828642,0.0018831715,0.001883647,0.0018832929,0.0018835765,0.0018834173
8244,0.0018944748,0.001895373,0.0018945937,0.0018945852,0.0018952435,0.0018947339,0.0018948279,0.0018947272,0.0018950137,0.0018947326,0.0018949038,0.0018946959,0.0018950093,0.0018952407,0.0018946226,0.0018947426
8245,0.0018887671,0.0018882359,0.0018883497,0.0018889203,0.0018885398,0.0018882632,0.0018886998,0.0018882476,0.0018885342,0.0018876233,0.0018883671,0.001888216,0.001888383,0.0018882401,0.001888203,0.001888334
8246,0.0018875962,0.0018880203,0.0018876409,0.0018881042,0.0018874379,0.0018876096,0.00188798,0.0018874542,0.0018876012,0.0018878265,0.0018875918,0.0018875703,0.0018879961,0.0018878462,0.0018880266,0.0018874815
8247,0.0018982029,0.0018982493,0.0018988468,0.001898777,0.0018982774,0.001898296,0.0018983311,0.001898003,0.0018983976,0.0018981588,0.0018981411,0.0018986145,0.0018984176,0.0018981392,0.0018985909,0.0018984396
8248,0.0018892703,0.0018888207,0.0018893102,0.0018890233,0.0018894371,0.0018892682,0.0018894587,0.0018894498,0.0018887834,0.0018891001,0.0018893916,0.0018892632,0.0018890192,0.001888962,0.0018893589,0.0018893273
8249,0.0018942944,0.0018939776,0.0018939149,0.0018945783,0.0018940598,0.0018935463,0.0018939718,0.0018940073,0.0018938959,0.0018941284,0.0018945414,0.0018937645,0.0018933136,0.0018936975,0.0018939775,0.001893785
8250,0.0018906912,0.00189107,0.0018909817,0.0018907471,0.0018906033,0.0018905125,0.0018905072,0.0018903185,0.0018907232,0.0018904743,0.001890576,0.001890227,0.001891101,0.0018909442,0.0018903968,0.0018907792
8251,0.0018747114,0.0018740608,0.0018747492,0.0018744624,0.0018745189,0.0018741252,0.0018750491,0.0018743094,0.0018744642,0.0018738518,0.0018746863,0.0018746185,0.0018740221,0.0018747236,0.0018745546,0.0018746877
8252,0.0018789172,0.0018791114,0.0018792455,0.0018797377,0.0018790633,0.0018792317,0.0018793502,0.0018797207,0.0018794265,0.001879066,0.0018791496,0.0018787342,0.0018792654,0.0018795813,0.0018788425,0.0018791002
8253,0.001918314,0.001917764,0.001918429,0.0019187683,0.0019183846,0.0019186297,0.0019188977,0.0019181657,0.0019177693,0.0019180613,0.0019179855,0.0019177874,0.0019180417,0.0019178253,0.0019190225,0.001918171
8254,0.0018871308,0.0018868903,0.001887002,0.0018867236,0.0018870202,0.001886471,0.0018874756,0.0018872473,0.0018869559,0.0018864677,0.001886764,0.0018868975,0.0018870753,0.0018870783,0.001886742,0.0018873124
8255,0.0018813238,0.0018815087,0.0018811607,0.0018809147,0.0018810739,0.0018806321,0.001881019,0.0018813547,0.0018811768,0.0018808095,0.0018807646,0.0018818703,0.0018813662,0.0018806485,0.001881591,0.0018812686
8256,0.0018879693,0.0018883043,0.0018884414,0.0018884249,0.0018883548,0.0018883351,0.0018875281,0.0018883696,0.0018881158,0.0018880675,0.0018884492,0.0018875834,0.0018881822,0.0018882708,0.0018879785,0.0018880103
8257,0.001883116,0.0018833124,0.0018834041,0.0018833061,0.00188351,0.0018832218,0.001883674,0.0018834536,0.0018832542,0.0018829261,0.0018827432,0.001882824,0.0018836715,0.0018828927,0.0018835526,0.0018832614
8258,0.0018906497,0.001890171,0.0018902128,0.0018906797,0.0018902133,0.0018910426,0.0018899824,0.0018901831,0.0018909323,0.0018903486,0.0018909618,0.0018901626,0.0018903544,0.0018909367,0.0018908267,0.0018904312
8259,0.0018941984,0.0018943249,0.0018944643,0.0018945817,0.0018944959,0.0018944457,0.0018941676,0.0018949201,0.0018944239,0.0018938179,0.0018939223,0.0018945001,0.0018945156,0.0018943038,0.0018940921,0.0018943198
8260,0.0019043287,0.001903852,0.0019039126,0.001904343,0.0019038363,0.0019043247,0.0019037364,0.001904456,0.0019041903,0.001904176,0.0019038697,0.0019045504,0.0019041259,0.0019040218,0.0019041235,0.0019045671
8261,0.0018897993,0.0018892328,0.0018899566,0.0018891196,0.0018900245,0.0018900166,0.0018895385,0.0018895359,0.0018896235,0.0018897265,0.0018895046,0.0018896064,0.001889314,0.0018898289,0.0018890334,0.0018900502
8262,0.0018906319,0.0018909428,0.0018899434,0.0018910788,0.001890608,0.0018899585,0.0018902974,0.0018904589,0.001890253,0.0018905917,0.0018895504,0.0018905554,0.0018910762,0.0018908507,0.0018904358,0.0018900392
8263,0.0018979306,0.0018981667,0.0018982524,0.001898141,0.0018980553,0.0018977568,0.0018983913,0.0018983071,0.0018981352,0.0018976337,0.0018976143,0.0018976299,0.0018983391,0.0018982523,0.0018988628,0.0018973142
8264,0.0018886497,0.0018883931,0.0018887487,0.0018883485,0.0018889853,0.0018885897,0.0018884168,0.0018887385,0.0018883669,0.0018890181,0.001888477,0.0018887608,0.0018886753,0.0018889629,0.0018889342,0.0018883618
8265,0.0018800311,0.0018800542,0.0018799435,0.0018803545,0.0018801502,0.0018802807,0.0018797312,0.0018801112,0.0018799996,0.001879506,0.0018806898,0.0018799282,0.0018803716,0.0018803754,0.0018803615,0.0018800084
8266,0.0018787562,0.0018788255,0.0018789332,0.0018790368,0.0018793413,0.0018785956,0.0018782674,0.0018785746,0.0018787745,0.0018781825,0.0018786411,0.0018785243,0.0018786809,0.0018788718,0.0018786667,0.0018793686
8267,0.0018816013,0.0018815919,0.0018817964,0.0018813163,0.0018815818,0.0018816068,0.0018812282,0.0018813631,0.0018818652,0.0018812137,0.0018812155,0.0018821555,0.0018822721,0.0018815488,0.0018815725,0.0018814242
8268,0.0018983069,0.0018985816,0.0018980358,0.0018986353,0.0018985769,0.0018987136,0.0018985893,0.0018988955,0.0018984511,0.001898064,0.0018986241,0.0018983852,0.0018985604,0.0018989618,0.0018981785,0.0018985445
8269,0.0018980107,0.0018975374,0.0018978722,0.0018974672,0.0018980453,0.0018976815,0.0018979638,0.0018985004,0.0018975448,0.0018981168,0.0018975057,0.0018974324,0.0018977396,0.0018974191,0.0018980725,0.001898172
8270,0.0018891913,0.0018891165,0.0018900642,0.0018897718,0.0018894883,0.0018893324,0.0018888069,0.0018893922,0.0018892027,0.0018893431,0.0018890589,0.0018888512,0.0018894022,0.001889061,0.001889033,0.0018892175
8271,0.0018936078,0.0018933768,0.0018936543,0.0018935257,0.0018934956,0.0018933166,0.0018934313,0.0018931652,0.0018938353,0.0018936135,0.0018934892,0.0018934461,0.0018938823,0.0018936399,0.0018936531,0.0018933334
8272,0.0018805261,0.0018803416,0.0018803903,0.0018806239,0.0018803668,0.0018802655,0.0018805305,0.0018809192,0.0018807285,0.0018809261,0.0018801518,0.0018805985,0.0018806804,0.0018800185,0.0018801976,0.0018801747
8273,0.0018816121,0.0018819947,0.001881969,0.0018815718,0.0018820842,0.0018823304,0.0018817437,0.0018817572,0.0018820978,0.0018814015,0.0018817122,0.0018818344,0.0018812285,0.0018818866,0.0018820725,0.0018819919
8274,0.0019010131,0.001900824,0.0019008035,0.0019011932,0.0019006323,0.0019008374,0.0019008789,0.0019017524,0.001901394,0.0019007735,0.0019011,0.0019013436,0.001901512,0.0018998911,0.0019007241,0.0019010073
8275,0.0018798204,0.0018795092,0.0018796489,0.0018801455,0.0018801808,0.0018793468,0.0018797015,0.0018795758,0.0018799909,0.0018794923,0.0018797514,0.0018794789,0.0018794225,0.0018795748,0.0018796627,0.0018790255
8276,0.0018965411,0.0018971085,0.0018974484,0.0018970058,0.0018968774,0.001897018,0.0018971334,0.0018967782,0.0018974309,0.0018962852,0.0018969539,0.0018969605,0.0018969367,0.0018972002,0.0018970927,0.0018969743
8277,0.0018744654,0.0018748832,0.0018747132,0.001874832,0.001874477,0.0018749017,0.0018747351,0.0018748491,0.001874702,0.0018745637,0.0018749032,0.001874798,0.0018747252,0.0018746135,0.0018752479,0.0018745611
8278,0.0018828862,0.001882973,0.0018831042,0.0018826361,0.0018826195,0.0018822761,0.0018820077,0.0018826902,0.0018825779,0.0018824915,0.0018827141,0.0018825374,0.0018825138,0.0018822516,0.001882796,0.0018824114
8279,0.0018710218,0.0018698194,0.0018711922,0.0018707325,0.001870807,0.0018714037,0.0018712098,0.0018709417,0.0018712562,0.001871106,0.0018704433,0.0018715054,0.0018709416,0.0018709232,0.0018708567,0.0018709672
8280,0.0018816772,0.001882044,0.0018817533,0.001881775,0.0018814211,0.0018810737,0.0018817896,0.0018812085,0.0018815467,0.0018817799,0.0018819515,0.0018815545,0.0018817183,0.0018814821,0.0018813839,0.0018815729
8281,0.0018857174,0.0018859253,0.0018856782,0.0018855819,0.0018855779,0.0018855936,0.0018853445,0.001885937,0.0018857514,0.001885866,0.0018854804,0.0018859968,0.0018858094,0.0018850794,0.0018860856,0.0018858827
8282,0.0018945857,0.0018938545,0.0018945727,0.0018942112,0.0018944495,0.0018946205,0.0018940117,0.0018940684,0.0018945131,0.0018945719,0.001894484,0.0018944296,0.0018942034,0.00189454,0.0018943321,0.0018950558
8283,0.0018936534,0.0018943314,0.0018935702,0.0018941194,0.001893546,0.0018934209,0.0018931816,0.0018936977,0.0018934484,0.0018930415,0.001893792,0.0018938227,0.001893295,0.0018932918,0.001893159,0.0018932907
8284,0.0018855615,0.0018859066,0.0018856731,0.0018861233,0.0018857117,0.0018857704,0.0018858677,0.0018858819,0.0018860137,0.0018858678,0.0018858718,0.00188579,0.0018862197,0.0018854325,0.001886157,0.0018858126
8285,0.001874009,0.0018738698,0.001874279,0.0018739605,0.0018741677,0.001873591,0.0018733928,0.0018736549,0.0018739837,0.0018734033,0.0018740775,0.001873868,0.0018743315,0.0018746788,0.0018737671,0.0018738034
8286,0.0018912962,0.0018914099,0.0018912836,0.0018914604,0.0018914901,0.001891541,0.0018908767,0.0018910097,0.0018918744,0.0018907381,0.0018912202,0.0018913072,0.0018912611,0.0018914706,0.0018909702,0.001891093
8287,0.0018806602,0.0018813767,0.0018816426,0.0018807905,0.0018805164,0.001880533,0.0018810948,0.0018803953,0.0018808894,0.0018812879,0.0018809328,0.0018810064,0.0018808488,0.001881129,0.0018806449,0.0018805756
8288,0.0018932275,0.0018929576,0.0018929472,0.0018929574,0.0018933476,0.001893024,0.0018937459,0.001892974,0.0018934262,0.001893473,0.0018932583,0.0018938674,0.0018935306,0.00189341,0.0018936277,0.001893452
8289,0.0019034314,0.0019044805,0.0019039498,0.0019042935,0.0019040772,0.0019033616,0.0019041887,0.0019037595,0.0019038023,0.0019035906,0.00190365,0.001903922,0.0019039162,0.0019032303,0.0019037896,0.0019039252
8290,0.0018738053,0.00187437,0.0018745023,0.0018741608,0.0018743015,0.0018740908,0.0018746482,0.0018737344,0.0018738176,0.0018737447,0.0018740336,0.0018739654,0.0018745868,0.0018738462,0.0018745374,0.0018748032
8291,0.0018780391,0.001877598,0.0018782057,0.0018782889,0.0018776865,0.0018781695,0.0018777646,0.0018780973,0.0018779604,0.0018771522,0.0018775553,0.001877902,0.0018776654,0.001878142,0.001877418,0.0018781476
8292,0.0018846219,0.0018844929,0.0018848991,0.0018845935,0.0018844369,0.0018843226,0.0018850623,0.001884881,0.001884435,0.0018847461,0.0018845524,0.0018846069,0.0018848503,0.001884505,0.0018847089,0.0018848212
8293,0.0018807802,0.0018813822,0.0018810777,0.0018810148,0.0018811652,0.0018811788,0.0018816271,0.0018808458,0.0018815164,0.0018811864,0.0018809229,0.0018814035,0.0018814952,0.0018817487,0.0018812505,0.0018814638
8294,0.0018935108,0.0018928173,0.0018933835,0.00189285,0.0018932476,0.001892761,0.0018928987,0.0018930659,0.0018935818,0.001893449,0.0018929489,0.0018932845,0.0018933277,0.0018930308,0.0018933725,0.0018936114
8295,0.0019110045,0.001911115,0.001909889,0.0019098565,0.0019100931,0.0019101184,0.0019101235,0.0019096,0.001910083,0.0019098925,0.0019103377,0.0019103707,0.0019099396,0.0019109567,0.0019099733,0.0019102367
8296,0.0018825214,0.0018826372,0.0018825963,0.0018827957,0.001882895,0.001882556,0.0018823682,0.0018825718,0.0018829405,0.0018824544,0.0018825764,0.0018828108,0.0018825227,0.0018825933,0.0018820392,0.0018826048
8297,0.0018994069,0.0018993557,0.0018992318,0.0018993249,0.0018987798,0.0018992904,0.0018994922,0.0018993248,0.0018995425,0.0018994083,0.0018986209,0.0018988847,0.0018991337,0.0018993316,0.0018992134,0.0018991096
8298,0.0018883386,0.0018879891,0.0018878313,0.0018875712,0.0018879955,0.0018882055,0.0018878832,0.0018875366,0.001887756,0.0018877725,0.001888082,0.0018878452,0.001887274,0.001888123,0.0018880203,0.0018879822
8299,0.001883601,0.0018844802,0.0018837603,0.0018839043,0.001883801,0.0018839597,0.0018834845,0.0018835003,0.0018840883,0.0018830454,0.0018842989,0.0018837589,0.0018836455,0.0018846907,0.0018840673,0.0018837198
8300,0.0018905076,0.0018907225,0.001890715,0.0018909314,0.0018905958,0.0018908983,0.0018911131,0.0018912384,0.00189104,0.0018909622,0.0018908337,0.0018903251,0.0018908371,0.0018907028,0.001890786,0.0018909688
8301,0.0018925704,0.0018928802,0.0018925349,0.0018922923,0.0018924739,0.0018923589,0.0018921572,0.0018924947,0.001892439,0.0018926421,0.0018925642,0.0018924853,0.001892585,0.0018924542,0.001892419,0.0018927846
8302,0.0018791211,0.0018789211,0.0018788147,0.0018786408,0.0018781881,0.0018787559,0.0018785406,0.0018784078,0.0018785576,0.0018780829,0.0018788108,0.0018782737,0.0018782204,0.001878563,0.001878043,0.0018784143
8303,0.0018857472,0.001885552,0.0018856911,0.001885698,0.0018855815,0.0018853557,0.0018860279,0.0018855311,0.0018850296,0.0018858975,0.0018857863,0.0018850304,0.0018852223,0.001885416,0.0018855461,0.0018851863
8304,0.0018751336,0.0018751916,0.0018760068,0.0018748033,0.0018755092,0.0018755391,0.0018751761,0.0018757987,0.0018756825,0.001875595,0.0018758258,0.0018756251,0.0018753647,0.0018752929,0.0018752385,0.0018755996
8305,0.0018845152,0.0018848989,0.001884331,0.001884817,0.0018844544,0.0018848832,0.001884976,0.0018849786,0.0018848992,0.0018848628,0.0018849232,0.0018847637,0.0018849364,0.0018845706,0.0018851685,0.001884569
8306,0.0018811356,0.0018809908,0.0018814255,0.0018813879,0.0018812803,0.0018811835,0.0018812717,0.0018812586,0.0018813377,0.0018813923,0.0018809198,0.0018813505,0.00188144,0.0018814118,0.0018811427,0.0018814498
8307,0.0018845594,0.0018849942,0.0018847022,0.0018852832,0.0018844709,0.0018847928,0.0018846169,0.0018850727,0.001884803,0.0018845801,0.0018849527,0.001884837,0.0018855621,0.0018845162,0.0018849456,0.0018843154
8308,0.0018960527,0.0018959321,0.0018965376,0.0018962431,0.0018964891,0.0018966513,0.0018967037,0.0018964941,0.0018962396,0.0018962533,0.0018966958,0.0018964744,0.0018968001,0.0018964676,0.001896465,0.0018967163
8309,0.0018819537,0.0018819515,0.001882041,0.0018819721,0.0018823524,0.0018822338,0.0018825111,0.0018816075,0.0018825002,0.0018818061,0.0018822243,0.001882157,0.0018823603,0.0018826991,0.001882537,0.0018823727
8310,0.0018824049,0.0018820766,0.0018828698,0.0018815912,0.0018828276,0.0018821255,0.0018825633,0.0018827657,0.0018820917,0.0018825026,0.0018823986,0.0018821302,0.0018826541,0.0018821305,0.0018831232,0.001882446
8311,0.0018817692,0.0018817104,0.0018815815,0.0018822562,0.0018813745,0.0018821149,0.0018811491,0.0018818555,0.0018822667,0.0018820661,0.0018823527,0.0018814106,0.0018818665,0.0018822451,0.0018815099,0.0018808639
8312,0.0018765335,0.0018768281,0.0018767299,0.0018769874,0.0018767235,0.0018770195,0.0018769812,0.0018765574,0.0018774148,0.0018769035,0.0018768408,0.0018772043,0.0018767685,0.001877205,0.0018771966,0.0018771307
8313,0.0018906149,0.0018907586,0.0018902266,0.0018898587,0.0018908653,0.0018905544,0.0018900611,0.0018903421,0.0018905428,0.0018902847,0.0018902591,0.0018897224,0.0018902452,0.0018896824,0.0018905384,0.0018903583
