,dec_1_drift_from_origin,dec_2_drift_from_origin,dec_3_drift_from_origin,dec_4_drift_from_origin,dec_5_drift_from_origin,dec_6_drift_from_origin,dec_7_drift_from_origin
0,0.000109910965,0.00011384487,0.00017523766,0.00024962425,0.0002503991,0.00032788515,0.00031244755
1,2.1159649e-05,4.2378902e-05,8.523464e-05,0.000111699104,0.00013291836,0.0001526475,0.00015956163
2,0.001937449,0.006018579,0.013286471,0.019533932,0.018945098,0.022453308,0.022504687
3,0.00026595592,0.00062572956,0.0012839437,0.0018012524,0.0022289753,0.0026499033,0.0028945208
4,7.748604e-06,1.7881393e-05,3.8146973e-05,5.2392483e-05,6.3836575e-05,7.277727e-05,7.8082085e-05
5,0.00058186054,0.0013054013,0.0024662614,0.0034560561,0.004144609,0.004547,0.0050070286
6,0.0005710125,0.0009316206,0.0016777515,0.002252221,0.0024380088,0.0029170513,0.0031237602
7,0.00048720837,0.0010044575,0.002031982,0.0028946996,0.0032045841,0.0037852526,0.0041862726
8,0.00046139956,0.0009419918,0.0020586848,0.00276196,0.0031493306,0.0035797358,0.004007101
9,0.0006300211,0.00055140257,0.00068616867,0.0010257363,0.00083094835,0.0010848641,0.001011312
10,0.0005031824,0.00092965364,0.0017718673,0.0024290085,0.0026230216,0.0029889345,0.003246367
11,0.0006917715,0.0010361671,0.0019934177,0.002568543,0.002963066,0.003415227,0.0037446618
12,0.00055521727,0.0009894371,0.0017766356,0.0023801327,0.0026391745,0.0030197501,0.0032202005
13,0.0005848408,0.000985086,0.0017360449,0.0023810863,0.0028398037,0.0032173395,0.003439784
14,0.00067681074,0.000831902,0.0015319586,0.0019871593,0.0021603107,0.002590239,0.002670586
15,0.00027275085,0.00030487776,0.00046640635,0.00064504147,0.0006802082,0.0008093715,0.0007824898
16,0.0005015731,0.0010051727,0.0018764138,0.0024974346,0.0028893948,0.0033345222,0.0035663843
17,0.000787735,0.0010937452,0.0018488169,0.0023897886,0.0028606653,0.0032919645,0.0033679008
18,4.172325e-06,1.1920929e-05,2.5212765e-05,3.4213066e-05,3.9696693e-05,4.673004e-05,4.8816204e-05
19,0.00023335218,0.00024998188,0.00038081408,0.00053334236,0.00055098534,0.00070524216,0.0006918907
20,0.0010210276,0.0011945963,0.0017932057,0.0023636222,0.0024362803,0.0028461814,0.0028232932
21,0.00020426512,0.00047051907,0.00096696615,0.0014442801,0.0018355846,0.0021784306,0.0025239587
22,0.0009114146,0.0012815595,0.001870811,0.0022952557,0.002636671,0.0029091835,0.0029076934
23,0.00051248074,0.0008992553,0.0017248392,0.002276063,0.0026254654,0.0030136108,0.0032388568
24,0.00040864944,0.0009890199,0.0021529198,0.0030099154,0.003148973,0.0036760569,0.0038493872
25,0.0005953908,0.0010972023,0.002374053,0.0034199953,0.003588438,0.0042660236,0.0046869516
26,0.0004937053,0.0008569956,0.0016173124,0.002208829,0.0025762916,0.002986133,0.0033076406
27,0.00058722496,0.0011745691,0.0024930239,0.003422141,0.003738165,0.0043463707,0.0049321055
28,0.00089907646,0.0012545586,0.0022003055,0.0027424097,0.0030690432,0.0034502745,0.0036982298
29,1.7881393e-07,1.1920929e-07,6.556511e-07,1.2516975e-06,4.172325e-07,7.1525574e-07,6.556511e-07
30,0.0005888343,0.00095564127,0.0017563105,0.0023066998,0.002564609,0.0029559731,0.0032442212
31,0.0007305145,0.0012940168,0.0027878284,0.0036747456,0.0052229166,0.00542897,0.0056669116
32,0.0007739663,0.0011362433,0.0019408464,0.002406776,0.0026655197,0.0029970407,0.0032575727
33,0.000657022,0.0010029078,0.0016627312,0.0023023486,0.0025848746,0.0028995872,0.0031406283
34,0.0006868243,0.0010424852,0.0019566417,0.0026561022,0.002999723,0.0034641027,0.003730774
35,0.0008677244,0.00095170736,0.0014864802,0.0019468069,0.0021520257,0.0025132895,0.002605915
36,0.0006506443,0.0005618334,0.00062423944,0.0008535385,0.00082218647,0.0010062456,0.00091969967
37,0.0007377863,0.000669837,0.0008932352,0.0012805462,0.0012918115,0.0016176701,0.0014935732
38,0.0007696748,0.000708282,0.00096958876,0.0013012886,0.0013364553,0.0017661452,0.0017257929
39,0.00062417984,0.0006417632,0.0008289218,0.001029849,0.0011956692,0.0014206171,0.0013237
40,0.0008225441,0.0009723902,0.0015803576,0.002015233,0.0022367835,0.0025575757,0.0026317835
41,0.00060141087,0.0012323856,0.0026724339,0.0036614537,0.004284799,0.004817307,0.0051944256
42,0.0006285906,0.0009287596,0.0018939972,0.0024268627,0.0029853582,0.003322184,0.0035544634
43,0.001000464,0.0011416078,0.0015387535,0.002096355,0.0022422075,0.00251925,0.0025923252
44,0.0004928112,0.0009904504,0.0020854473,0.0027020574,0.0033411384,0.0038003325,0.0041992664
45,0.0005580783,0.0010159016,0.002039969,0.00284487,0.0033873916,0.0038697124,0.0041632056
46,0.0010077357,0.0012388229,0.001740694,0.0022212267,0.0027291775,0.002842784,0.0028302073
47,0.00030082464,0.00028669834,0.0004028678,0.00053459406,0.0005597472,0.0006862283,0.00063347816
48,0.0004544258,0.0009172559,0.002100885,0.0028443336,0.0033513308,0.003908515,0.0042791963
49,0.00072073936,0.001026988,0.0018332601,0.0022865534,0.0024594665,0.0028644204,0.0029321313
50,0.00062918663,0.0009480119,0.0016490221,0.0021846294,0.0024690628,0.0029059649,0.0030208826
51,0.00055998564,0.0011608005,0.0021291375,0.0030275583,0.0032872558,0.003881216,0.004353106
52,0.00087064505,0.0009834766,0.001571238,0.0019654632,0.002247095,0.002698183,0.0026618242
53,0.0004120469,0.00047689676,0.0008355379,0.0010885596,0.0012486577,0.0014455914,0.0014771223
54,0.00072932243,0.0011605024,0.002064526,0.0027677417,0.0031701326,0.0036266446,0.00386405
55,2.9802322e-07,7.1525574e-07,1.2516975e-06,1.5497208e-06,2.682209e-06,3.4570694e-06,2.1457672e-06
56,0.0007407665,0.0007683635,0.0010324717,0.0014882684,0.0015481114,0.0018131733,0.0017230511
57,0.0007392764,0.000659287,0.0007067323,0.00093466043,0.0008864999,0.0011451244,0.0010014772
58,0.00083857775,0.001639843,0.0035302043,0.0044842362,0.005472183,0.0062338114,0.0064762235
59,0.0004991889,0.00094503164,0.00185287,0.0026550293,0.0031113029,0.0034964085,0.0035621524
60,0.0005149245,0.0004759431,0.0005131364,0.0007906556,0.000739336,0.0009505749,0.0009854436
61,0.00074130297,0.00075137615,0.0010095239,0.0012831688,0.0012840629,0.0016256571,0.0016201138
62,0.00058817863,0.0011872053,0.0023444295,0.0032453537,0.0034410954,0.0040138364,0.0043681264
63,0.00029021502,0.0008544326,0.001901269,0.002747357,0.002792418,0.0033003688,0.0035943985
64,0.00036108494,0.00085246563,0.0019105673,0.0026148558,0.002990961,0.0035503507,0.0038653016
65,0.0011301041,0.0012155175,0.0017433167,0.00213933,0.002452135,0.0028051734,0.002530992
66,6.777048e-05,0.00022864342,0.00048148632,0.0006454587,0.0007010102,0.0008416176,0.000985682
67,2.503395e-06,5.841255e-06,1.3053417e-05,1.9192696e-05,2.1338463e-05,2.4557114e-05,2.6762486e-05
68,0.000693202,0.0011703968,0.0022646189,0.0029637814,0.0032600164,0.0037583709,0.0040172935
69,7.671118e-05,0.00021111965,0.00041013956,0.0006085038,0.00068593025,0.00084143877,0.00095045567
70,0.00066268444,0.000993371,0.0018197894,0.0023217797,0.0026738644,0.0030260682,0.0032442212
71,0.0007135868,0.0011751652,0.0021474957,0.0027000308,0.0032587051,0.0037847161,0.0038882494
72,0.0007337928,0.00072717667,0.0010023713,0.001413703,0.0015120506,0.0017660856,0.0018306375
73,0.0012565851,0.0011855364,0.0016871095,0.002194047,0.0023477077,0.0029135942,0.0026809573
74,0.0011541247,0.0010607243,0.0013112426,0.0017953515,0.0017018914,0.0021446347,0.0020071268
75,0.0006470084,0.0011715293,0.0024414062,0.0031810403,0.0036007762,0.0041737556,0.004397571
76,4.7683716e-07,2.5629997e-06,5.9604645e-06,7.927418e-06,9.894371e-06,1.2218952e-05,1.257658e-05
77,2.1457672e-06,4.23193e-06,9.655952e-06,1.1444092e-05,1.2278557e-05,1.5079975e-05,1.6391277e-05
78,0.00052171946,0.0012385845,0.0026189685,0.0036215782,0.0040814877,0.0047984123,0.0053176284
79,0.0005329251,0.0008879304,0.0015519261,0.0021544695,0.002474904,0.002978921,0.0031555295
80,0.0007272959,0.000667572,0.00090801716,0.0011402965,0.0012221932,0.0014305115,0.0014227629
81,0.0007289052,0.0010204315,0.0016924739,0.0021276474,0.002462387,0.002625823,0.0027844906
82,0.0007651448,0.0008586049,0.0012906194,0.0017082691,0.0019433498,0.0022699833,0.0022611022
83,0.000559628,0.0010487437,0.0022076368,0.0028510094,0.0033278465,0.003835559,0.00416255
84,0.0010204911,0.0013188124,0.0021261573,0.0027819872,0.0031349063,0.003450513,0.0036495328
85,0.00060755014,0.0010070205,0.001819253,0.0026204586,0.0028374195,0.003257811,0.0035356283
86,0.00068479776,0.0012948513,0.0025428534,0.0034768581,0.004103124,0.0048333406,0.004979253
87,0.00015699863,0.0004979372,0.0010937452,0.0015337467,0.0018417835,0.0021345615,0.0023379326
88,5.8233738e-05,0.00020182133,0.0003876686,0.000531435,0.0007226467,0.00090682507,0.0011329055
89,0.0005540848,0.001065731,0.0020999908,0.0029753447,0.003252983,0.0038107038,0.0041925907
90,0.0007543564,0.0010789633,0.0018828511,0.002434671,0.0029209852,0.0032217503,0.0033875704
91,0.00015980005,0.0005456805,0.0012925267,0.0018188953,0.0021912456,0.00257051,0.002893269
92,0.000805676,0.0011717081,0.0018519759,0.002463162,0.0028071404,0.0030682087,0.003328979
93,0.0005297065,0.00079232454,0.0013391972,0.00173527,0.0019797683,0.0023686886,0.00243783
94,0.0008265972,0.0008788705,0.0013735294,0.0017697215,0.0018789768,0.0021907687,0.0020612478
95,6.198883e-05,9.948015e-05,0.00018286705,0.00025171041,0.0002962947,0.00033915043,0.00036680698
96,0.0010108352,0.0014678836,0.0025951862,0.0034234524,0.0038579702,0.0044376254,0.0048164725
97,0.00039064884,0.0008710027,0.0016577244,0.0023082495,0.0027686954,0.0030819178,0.0034406781
98,0.00019437075,0.000492692,0.0010264516,0.0014821291,0.0018131137,0.0021472573,0.0024974942
99,0.00054717064,0.0009845495,0.001838088,0.0025316477,0.002821684,0.0032522082,0.0036170483
100,0.00069624186,0.0012720823,0.002658248,0.0036526322,0.0041705966,0.005030632,0.005476117
101,0.00075149536,0.001223743,0.0025687814,0.0033857226,0.003908992,0.0043199062,0.004498303
102,0.00074106455,0.001206696,0.0022679567,0.0030241609,0.003219664,0.0035853386,0.0038647056
103,0.0007697344,0.00080388784,0.0013987422,0.0016235113,0.0019106269,0.0021716356,0.0020935535
104,0.0006418228,0.0015022159,0.0032572746,0.004568815,0.005168259,0.0060126185,0.0068520904
105,5.722046e-06,1.1444092e-05,2.8014183e-05,3.683567e-05,4.3988228e-05,4.9471855e-05,5.310774e-05
106,0.0006042123,0.0009868741,0.001974523,0.0026928782,0.002908945,0.003266096,0.0034998655
107,0.00037151575,0.00083720684,0.0018324852,0.002523899,0.0029757023,0.003440082,0.0037705898
108,0.0005480051,0.0010080934,0.0019857883,0.002584815,0.002976656,0.00344491,0.0037686229
109,0.00060254335,0.00064253807,0.00085157156,0.0011942983,0.0011611581,0.0013674498,0.0013147593
110,0.00050342083,0.000585258,0.0008587241,0.001088798,0.001286447,0.0014032125,0.0014777184
111,0.00066781044,0.0009185672,0.0016564131,0.002226591,0.0023778677,0.0027525425,0.003041029
112,0.00013041496,0.0001733303,0.0003042221,0.00042939186,0.0004944205,0.0005620122,0.000574708
113,0.0008113384,0.0011789203,0.0022001863,0.0027027726,0.0031417608,0.0034700036,0.0036118627
114,1.9669533e-06,2.861023e-06,5.543232e-06,8.34465e-06,9.596348e-06,1.1444092e-05,1.1086464e-05
115,0.00070774555,0.00096720457,0.0015702248,0.0021039248,0.0024069548,0.0027307272,0.0028358698
116,0.00095021725,0.001036346,0.001481235,0.0018524528,0.0020505786,0.00225389,0.0021886826
117,0.0005736947,0.0011308789,0.0024226904,0.0032302737,0.003427744,0.0038576722,0.004255116
118,0.0005675554,0.0013355017,0.0024310946,0.0033743978,0.003820181,0.0043630004,0.0047006607
119,1.5497208e-06,2.9802322e-06,4.529953e-06,5.722046e-06,6.4969063e-06,7.033348e-06,7.5101852e-06
120,0.0006850958,0.0012494922,0.0025158525,0.0033645034,0.003778696,0.0044071674,0.0048758984
121,3.993511e-06,8.702278e-06,1.859665e-05,2.43783e-05,2.8312206e-05,3.194809e-05,3.451109e-05
122,0.00064980984,0.0011515617,0.0023307204,0.0031516552,0.0037062168,0.004265189,0.0045030713
123,0.000908196,0.0008945465,0.0014103651,0.0017646551,0.0019301772,0.0022687912,0.002285242
124,0.00034749508,0.000705719,0.001450181,0.0020542145,0.0022608042,0.002760768,0.00300771
125,0.0007547736,0.0014136434,0.0031554103,0.00475955,0.005213082,0.005927086,0.006370306
126,0.0008960366,0.0012555718,0.002384305,0.0030766726,0.003438294,0.0037536025,0.0038837194
127,0.00068318844,0.0009230375,0.001552105,0.0020540953,0.0022935867,0.0026489496,0.0027956963
128,0.00063318014,0.0010522604,0.0021386147,0.0028196573,0.003225565,0.0038072467,0.004098773
129,0.00052440166,0.0010070801,0.0019122362,0.0026097894,0.0029432178,0.003371179,0.0036008954
130,3.8146973e-06,6.7949295e-06,1.5377998e-05,2.0205975e-05,2.3961067e-05,2.7537346e-05,3.0398369e-05
131,0.00073343515,0.0011839867,0.0022535324,0.002922535,0.0031903982,0.0037160516,0.003850162
132,0.0007570982,0.0012308359,0.0023953915,0.0031137466,0.0036877394,0.004013419,0.004288733
133,4.23193e-06,1.1563301e-05,2.4914742e-05,3.3915043e-05,3.8564205e-05,4.506111e-05,4.7266483e-05
134,0.0005673766,0.0012561083,0.0024802089,0.003442049,0.003837347,0.0044820905,0.0048752427
135,5.00679e-06,1.1920929e-05,2.5510788e-05,3.504753e-05,4.2319298e-05,4.8041344e-05,5.3048134e-05
136,0.00052398443,0.0009826422,0.0019094348,0.0026329756,0.0028960109,0.0033732057,0.0036520362
137,0.00073230267,0.0012764335,0.0026827455,0.0033211708,0.0037751794,0.004166305,0.0042794943
138,0.0009319782,0.0010448694,0.0012888312,0.0017534494,0.0018123388,0.002177775,0.002169788
139,0.0003311634,0.0003427863,0.00046932697,0.0006722808,0.0006401539,0.0007600188,0.0007596016
140,2.3841858e-06,4.6491623e-06,9.834766e-06,1.347065e-05,1.7225742e-05,1.9431114e-05,2.1159649e-05
141,0.0010865927,0.0019667149,0.0047268867,0.005930364,0.0073111057,0.008310556,0.008632779
142,0.000762105,0.0010303259,0.001765132,0.0021762848,0.002523303,0.0028257966,0.0029429793
143,0.00058496,0.001091063,0.0020945072,0.0028908849,0.0031790733,0.003783226,0.00408864
144,0.00078070164,0.0016445518,0.0032175183,0.0043728948,0.005016625,0.0056503415,0.0059827566
145,0.000600934,0.0010566711,0.0021371841,0.0027359724,0.003707409,0.004206836,0.004526317
146,0.0005106926,0.0009779334,0.0018748641,0.0025036335,0.0029634833,0.0036219358,0.0038635135
147,0.0007069707,0.0010883808,0.0021671057,0.0026832223,0.0031981468,0.0037596822,0.003954053
148,0.00082850456,0.0011554956,0.0020067096,0.002625525,0.0028918982,0.0033873916,0.0034442544
149,0.0006875992,0.0015131831,0.003220737,0.0040548444,0.0049197674,0.00555557,0.006025195
150,0.00038009882,0.00077039003,0.0014997125,0.0020714402,0.0023666024,0.0027876496,0.0030821562
151,0.0006673336,0.0011427402,0.002151847,0.0029919744,0.0034458637,0.0039625764,0.0041906834
152,0.0005078316,0.0010095835,0.001899898,0.0027082562,0.003114581,0.0035161376,0.0038256645
153,0.00049865246,0.00086915493,0.0014979243,0.0020807981,0.0023855567,0.00278759,0.002937138
154,0.00042647123,0.0009111166,0.0019227862,0.002592504,0.0030915737,0.003639102,0.0040454865
155,0.00068205595,0.001024127,0.0018213391,0.0025531054,0.002739191,0.003223598,0.003392458
156,0.0006802678,0.00067579746,0.00080370903,0.0010596514,0.0010146499,0.0012771487,0.0012513399
157,3.1113625e-05,5.5789948e-05,0.0001155138,0.00015884638,0.00017720461,0.00020849705,0.00021862984
158,0.00063467026,0.0011543036,0.0018332005,0.0025886297,0.0028237104,0.0032699108,0.0035908222
159,0.00053310394,0.0008150339,0.0013588071,0.001838088,0.0020573735,0.0022704601,0.0024834275
160,0.0004875064,0.00094264746,0.0018249154,0.002585709,0.002908051,0.003396213,0.0036904812
161,0.00083500147,0.001121819,0.0017923117,0.0025524497,0.0028114915,0.0032793283,0.0033999085
162,0.00086194277,0.0014088154,0.0026862025,0.0034446716,0.0039577484,0.004427433,0.0045999885
163,0.0004924536,0.0010757446,0.0024791956,0.0032929778,0.003870666,0.004466772,0.0049520135
164,0.00070512295,0.0009498596,0.0014381409,0.0019739866,0.0022833347,0.0026937127,0.0027956963
165,0.00075536966,0.001139462,0.0019418597,0.0026466846,0.0028995872,0.0033405423,0.0033886433
166,0.00018417835,0.00020736456,0.00030386448,0.00038945675,0.00042819977,0.00052314997,0.00054615736
167,8.517504e-05,0.00025057793,0.00057929754,0.0007597804,0.00095653534,0.0011031628,0.0012233853
168,0.0010648966,0.0009793043,0.0011453629,0.0016016364,0.0014927387,0.0018114448,0.0017417073
169,0.0005776286,0.0005514622,0.00061553717,0.0008081198,0.00086158514,0.0009393692,0.0009664297
