,dec_1_drift_from_origin,dec_2_drift_from_origin,dec_3_drift_from_origin,dec_4_drift_from_origin,dec_5_drift_from_origin,dec_6_drift_from_origin,dec_7_drift_from_origin
6409,0.9780854,0.9779183,0.97771996,0.97366834,0.97244304,0.9805409,0.9751404
6410,0.94919384,0.9493176,0.94914806,0.9501971,0.95189846,0.9509273,0.94675535
6411,0.93314874,0.9333118,0.9330342,0.9334198,0.9362251,0.9320885,0.9438729
6412,0.91806376,0.91814137,0.918128,0.91565603,0.9172725,0.9258245,0.918751
6413,0.9354726,0.9353582,0.93569374,0.93952227,0.9487587,0.95409316,0.9535087
6414,0.9765233,0.976806,0.97673607,0.9790987,0.97901756,0.96564704,0.9618771
6415,0.96841633,0.9684842,0.9682648,0.9648468,0.9593837,0.9596923,0.953151
6416,1.0005897,1.0002854,0.99996513,0.99699193,0.98266834,0.9823311,0.98519695
6417,0.93015283,0.9299627,0.9304923,0.9331682,0.93687475,0.9458054,0.9400182
6418,0.9374355,0.9373551,0.9374051,0.9396854,0.9422339,0.9432972,0.93113554
6419,0.95922345,0.95901614,0.9573953,0.9535183,0.95609397,0.9775899,0.9699819
6420,0.8811975,0.88066244,0.88075644,0.87638813,0.87454927,0.89060736,0.89294356
6421,0.9572887,0.95718867,0.95673966,0.9526672,0.95450926,0.9648152,0.95339954
6422,0.34523702,0.3452202,0.3450064,0.3466016,0.35535794,0.34917307,0.3882736
6423,0.9446491,0.94437635,0.94456005,0.9480339,0.95852107,0.9661819,0.95627016
6424,0.361919,0.36166382,0.3612597,0.3610617,0.36538947,0.38942915,0.38500935
6425,0.951164,0.95214,0.9513106,0.9510768,0.9583925,0.97105414,0.97226334
6426,0.95183885,0.9519995,0.9518609,0.9533068,0.95596766,0.96056604,0.9582128
6427,0.9593366,0.9599182,0.9593911,0.96306086,0.97591317,0.9744582,0.9807839
6428,0.94598097,0.9462623,0.94527763,0.9449676,0.95038456,0.952066,0.9460585
6429,0.9594142,0.9599708,0.95970446,0.9540089,0.95240563,0.95934075,0.96090174
6430,1.0100495,1.0100638,1.0100309,1.0098892,1.0118185,1.0067254,0.9998757
6431,0.8751415,0.87563014,0.87475693,0.87295616,0.871228,0.87253475,0.8872714
6432,0.05567801,0.05567789,0.055684805,0.055790186,0.056079865,0.05584079,0.05569166
6433,0.97450584,0.9747374,0.9746498,0.97404546,0.97342175,0.9725322,0.9764244
6434,0.9487229,0.94907147,0.9486402,0.9518743,0.95339954,0.96140295,0.9447477
6435,0.971126,0.97098637,0.97150546,0.96925086,0.9623476,0.95672584,0.9500648
6436,0.933414,0.9337963,0.93322366,0.933324,0.93067205,0.9445436,0.93252045
6437,0.9744573,0.97368646,0.97468376,0.9739132,0.9765819,0.97637284,0.9819301
6438,0.97388095,0.9735844,0.9737466,0.9715809,0.97535366,0.98184603,0.97849274
6439,0.96204317,0.9621671,0.9615604,0.96245056,0.9582345,0.9593547,0.96128905
6440,0.94350886,0.9435687,0.94313544,0.9422221,0.9464653,0.95204496,0.96699345
6441,0.2989151,0.2989421,0.29897583,0.3010627,0.30428624,0.2885496,0.32405996
6442,0.97501916,0.9749361,0.97532654,0.9783444,0.9868109,0.9924081,0.98736334
6443,0.9792642,0.9792727,0.9786404,0.9744509,0.9679107,0.9838709,0.98679805
6444,0.9552386,0.95465267,0.9544208,0.9521056,0.95493406,0.9589199,0.95072
6445,0.96672916,0.96654177,0.9669709,0.96919006,0.9698963,0.9675109,0.96683234
6446,0.91288435,0.91302985,0.9129061,0.91212016,0.91454333,0.92371345,0.926025
6447,0.8935438,0.89325523,0.8926178,0.8896367,0.88886774,0.8940455,0.8918531
6448,0.97898006,0.97899246,0.97856337,0.9785883,0.97444457,0.9716161,0.9745592
6449,0.9636987,0.96384525,0.9632513,0.9631063,0.96848756,0.9730127,0.9605016
6450,0.9762091,0.9758306,0.9766624,0.9786506,0.9836376,0.9827311,0.9772775
6451,0.98115367,0.9806611,0.9800844,0.97937274,0.97986424,0.9805714,0.9836211
6452,0.959358,0.95911795,0.9602263,0.9618727,0.9678172,0.955532,0.9619463
6453,0.9653371,0.9655072,0.9652278,0.965371,0.96330833,0.9622349,0.9638549
6454,0.94680995,0.94686985,0.9462583,0.94640297,0.95057034,0.9518636,0.9623253
6455,0.96214765,0.962406,0.961386,0.962007,0.9663554,0.96922374,0.97718155
6456,0.9538174,0.9534883,0.95280635,0.9481011,0.94464433,0.9459213,0.9579317
6457,1.0046252,1.0044777,1.0048872,1.0065176,1.0052733,0.9917662,0.9866024
6458,0.9531532,0.9545048,0.9548704,0.9582873,0.95973015,0.96453166,0.9775156
6459,0.98433983,0.98411006,0.9841414,0.9861317,0.9902119,0.99902165,0.9836524
6460,0.94197387,0.94209576,0.94192344,0.9403445,0.94449914,0.9594738,0.9486108
6461,0.9323916,0.9318997,0.93236744,0.92708325,0.93057716,0.94104093,0.9509519
6462,0.93943375,0.93962306,0.9390041,0.9378676,0.9402896,0.94015217,0.93646765
6463,0.99204445,0.99244106,0.9919455,0.99018294,0.9928072,0.99760324,1.0040736
6464,0.96879923,0.96891505,0.9683524,0.9693963,0.96806395,0.96853834,0.9744206
6465,0.9905979,0.99033064,0.99097097,0.9922762,0.99733144,1.009047,1.0193981
6466,0.97230536,0.97228074,0.97182876,0.9724086,0.97718936,0.973421,0.96912676
6467,0.9857456,0.9851054,0.98604774,0.9906279,0.99507576,0.9937804,0.98063904
6468,0.9311542,0.93042445,0.9312484,0.9327169,0.93241596,0.94630605,0.9378489
6469,0.9576374,0.9578372,0.95743424,0.9586541,0.9603056,0.9570066,0.9620733
6470,0.95173913,0.9516325,0.951398,0.95282847,0.9517198,0.96098834,0.95799947
6471,0.9604656,0.96133906,0.96104294,0.9599273,0.9569226,0.93849796,0.96804935
6472,0.97008806,0.97007376,0.97050273,0.96690595,0.9567797,0.95008296,0.9485505
6473,0.94058985,0.94039345,0.9407242,0.9381155,0.94305813,0.94657564,0.9497223
6474,1.0080962,1.008145,1.0079839,1.0081012,1.0174601,1.0148633,0.99190444
6475,0.8716201,0.8715931,0.8713253,0.8700514,0.8723061,0.88784856,0.88445365
6476,0.9285653,0.92814296,0.9282855,0.93092394,0.9339687,0.93567175,0.93441534
6477,0.95147216,0.9518029,0.95145684,0.95286953,0.9516188,0.9471149,0.9519652
6478,0.933318,0.9332794,0.93375486,0.9350114,0.93926084,0.94493973,0.9371819
6479,0.9659701,0.966075,0.96673787,0.9695102,0.9706757,0.9625342,0.9691731
6480,0.94130546,0.9409041,0.9409598,0.9433459,0.9472406,0.9447889,0.9528476
6481,0.9428722,0.9430249,0.94207543,0.93880564,0.94238394,0.9588322,0.956815
6482,0.9744228,0.9741588,0.9747074,0.97689766,0.9775764,0.97408426,0.9651971
6483,0.092048764,0.09203333,0.09187496,0.09309882,0.09917992,0.089322686,0.072102785
6484,0.9081453,0.9086084,0.90804785,0.90674514,0.908331,0.9169166,0.91785496
6485,0.944629,0.9437269,0.9441717,0.9451111,0.94417673,0.9544409,0.94357723
6486,0.9733092,0.9725819,0.97301817,0.97428554,0.97982776,0.9766466,0.9620218
6487,0.9401468,0.9404268,0.94003403,0.93991065,0.9476985,0.9456238,0.9284483
6488,0.9846083,0.9844338,0.9838017,0.9820618,0.9755949,0.9775636,0.98949504
6489,0.9547922,0.95457757,0.955085,0.95763093,0.96654856,0.9800018,0.9672087
6490,0.88684255,0.8871492,0.8865001,0.88603157,0.8834733,0.89033794,0.8877612
6491,0.9712692,0.9708507,0.9721336,0.9739738,0.9772087,0.97311854,0.9657632
6492,0.9536511,0.95339715,0.95284164,0.9515027,0.95247734,0.94778097,0.935832
6493,1.0265324,1.0267421,1.0263292,1.0223432,1.0130793,0.99843585,1.0088301
6494,0.9936731,0.9936413,0.9939543,0.9938613,0.9929246,0.9972698,1.0053307
