,dec_0_norm,dec_1_norm,dec_2_norm,dec_3_norm,dec_4_norm,dec_5_norm,dec_6_norm,dec_7_norm
27236,0.12853178,0.1868892,0.18672256,0.18689273,0.18829322,0.19012189,0.16390902,0.16020152
27237,0.20199496,0.19480108,0.19477567,0.19454788,0.19496448,0.1944625,0.17700632,0.17180295
27238,0.08556512,0.24723332,0.2473006,0.24736588,0.24955815,0.25708145,0.23205355,0.20435438
27239,0.130475,0.27631435,0.27627447,0.27610287,0.2766265,0.28430232,0.26976186,0.24338222
27240,0.13785046,0.29993287,0.2999432,0.30013382,0.30349633,0.31427205,0.28830856,0.2576175
27241,0.105556674,0.19786838,0.19802225,0.198001,0.19915216,0.20148204,0.18572363,0.17126718
27242,0.09436884,0.1551595,0.15499516,0.15493964,0.15521996,0.15815327,0.13936807,0.1305337
27243,0.7627102,0.77832943,0.7783347,0.77836734,0.7792849,0.7807513,0.76871127,0.7650489
27244,0.14942302,0.28938174,0.2895087,0.28973582,0.29185304,0.29574615,0.27451074,0.25371546
27245,0.09546855,0.15085325,0.15069227,0.15075237,0.15152489,0.1537607,0.13988742,0.13242781
27246,0.10963497,0.26337495,0.26342177,0.2635204,0.26589164,0.27402368,0.24677269,0.22148405
27247,0.12041653,0.21514745,0.2152069,0.21553676,0.21812074,0.22339347,0.19930978,0.19723275
27248,0.09702107,0.2101395,0.21018775,0.21029209,0.21148734,0.21595173,0.19503349,0.17839053
27249,0.10676888,0.21723197,0.21740817,0.21731469,0.21929863,0.2240775,0.19868848,0.18338211
27250,0.106724575,0.2294391,0.22942609,0.22947061,0.23185146,0.23787266,0.21813986,0.20095232
27251,0.10140332,0.24116938,0.24128427,0.24124321,0.2424206,0.24891144,0.22756894,0.20415896
27252,0.10136241,0.21209313,0.21212701,0.21203744,0.21329348,0.21797483,0.19719894,0.17854176
27253,0.10052997,0.19466242,0.19465096,0.19460073,0.1959642,0.198114,0.17409945,0.16274625
27254,0.09083513,0.21629494,0.21604513,0.21618685,0.21807104,0.22415368,0.20505825,0.18520276
27255,0.12265506,0.19333082,0.19331741,0.19322556,0.19364303,0.19663525,0.17889994,0.16865826
27256,0.093108654,0.1702407,0.17021382,0.17035913,0.17274113,0.17600432,0.15839699,0.15151162
27257,0.09054511,0.1708676,0.17082885,0.17089991,0.17225063,0.17457564,0.15557143,0.14439286
27258,0.12501553,0.1992967,0.19936374,0.19941032,0.20063199,0.20273244,0.17882138,0.1720585
27259,0.15721905,0.29901114,0.29901862,0.29901773,0.30078802,0.30499834,0.28179246,0.26430297
27260,0.096964665,0.18778637,0.18771152,0.18783459,0.18878926,0.19100222,0.1702485,0.15468696
27261,0.10189628,0.2377518,0.23766993,0.23770702,0.23844954,0.24558367,0.2302044,0.20406382
27262,0.09487512,0.16553384,0.16561268,0.16586398,0.16663325,0.16557628,0.14157532,0.14006172
27263,0.09620964,0.21152894,0.21157497,0.21155195,0.21390942,0.21897376,0.1992291,0.18114424
27264,0.286861,0.43202037,0.43209535,0.43217868,0.43395075,0.43603966,0.39655,0.3840768
27265,0.108702816,0.4310712,0.43100584,0.43124232,0.43588376,0.4513095,0.41283473,0.3552657
27266,0.087813176,0.21153119,0.21147658,0.21160397,0.21259815,0.21688016,0.1973457,0.17790452
27267,0.101592794,0.18849508,0.1885048,0.18874867,0.19031484,0.19216913,0.16888492,0.16431855
27268,0.09626591,0.24492107,0.24482626,0.24475093,0.24573864,0.24969979,0.22525641,0.21217382
27269,0.11915425,0.20658335,0.20640798,0.2062485,0.20702972,0.21055007,0.18883225,0.17807992
27270,0.13501807,0.21493594,0.21492356,0.21453267,0.21417229,0.21441537,0.18869787,0.18055159
27271,0.11998981,0.28938684,0.2893015,0.28921294,0.29048434,0.29817852,0.2727637,0.24290285
27272,0.106365256,0.24182078,0.2418555,0.24181573,0.24380432,0.2533306,0.23400572,0.20907511
27273,0.096678704,0.17555021,0.17546235,0.1755259,0.17628108,0.17804544,0.15941769,0.15476742
27274,0.09633946,0.1937232,0.19371563,0.19389106,0.1949648,0.1989322,0.18025744,0.16749577
27275,0.10144584,0.2022416,0.20225506,0.20237738,0.2045503,0.21174394,0.19682233,0.1780011
27276,0.14370945,0.20399441,0.20403808,0.20399,0.20561169,0.2064807,0.17856878,0.18228914
27277,0.10534883,0.38079852,0.38088408,0.38115054,0.3854543,0.3951164,0.3576044,0.32404482
27278,0.4266998,0.5946713,0.59472215,0.5946361,0.596268,0.5990537,0.56094366,0.5553327
27279,0.32102373,0.43141827,0.43141264,0.43146935,0.43447772,0.4389084,0.37965578,0.3885656
27280,0.1205544,0.22584417,0.22576867,0.225783,0.22715634,0.23123696,0.21159178,0.19520116
27281,0.29565108,0.36623934,0.3660435,0.3660549,0.36754972,0.36588314,0.3250483,0.33229038
27282,0.08199238,0.17079999,0.17072098,0.1708601,0.17166126,0.1731906,0.15200852,0.13819382
27283,0.12481755,0.22823478,0.22827528,0.2282126,0.22996213,0.23217446,0.20890713,0.19858824
27284,0.08981399,0.14012286,0.1402441,0.14025329,0.14078961,0.14046802,0.12467293,0.11903794
27285,0.10091777,0.23833556,0.23851037,0.238405,0.2393917,0.2433221,0.22058347,0.2048663
27286,0.09631165,0.2170149,0.21699245,0.21698332,0.21822876,0.22250877,0.20254503,0.18268476
27287,0.10827806,0.19771531,0.1977837,0.19760484,0.19847932,0.2005808,0.18052667,0.17094302
27288,0.1052256,0.2245887,0.2246423,0.2243546,0.22539955,0.22836772,0.20690894,0.19414318
27289,0.10218068,0.16114086,0.16115104,0.1611332,0.16190593,0.16328585,0.1451158,0.13770409
27290,0.09211565,0.22443064,0.22439405,0.2244437,0.22600971,0.2313191,0.20794903,0.1858029
27291,0.09390125,0.2622187,0.26216912,0.2622413,0.26427332,0.27437356,0.24975604,0.22219746
27292,0.108649306,0.1558922,0.15571067,0.15589756,0.15733805,0.1603298,0.14338896,0.13427792
27293,0.5074963,0.56465286,0.56462914,0.56467694,0.5658775,0.5676613,0.54368514,0.53571695
27294,0.09902796,0.1777413,0.177693,0.17786379,0.1795614,0.18158709,0.16348854,0.15331827
27295,0.11282325,0.1763211,0.17630069,0.176369,0.17724992,0.17763965,0.15635084,0.15032798
27296,0.096277006,0.17933346,0.17943582,0.17934002,0.17943145,0.17973848,0.15954673,0.15010637
27297,0.115097255,0.2052037,0.2053497,0.20536588,0.20672846,0.20828941,0.1835729,0.17121777
27298,0.09726388,0.17466728,0.17454751,0.17469838,0.17598511,0.1762279,0.15361717,0.14727893
27299,0.22826661,0.34322476,0.34326902,0.34338227,0.3441517,0.34548607,0.30530724,0.30761644
27300,0.09683605,0.17411844,0.17423096,0.17428887,0.17610832,0.17856684,0.162124,0.15309809
27301,0.09735826,0.17557725,0.17550144,0.17545389,0.17610264,0.17747945,0.15989777,0.14957382
27302,0.12396373,0.24460384,0.24467254,0.24451585,0.24635334,0.2553075,0.24164808,0.21429123
27303,0.08697161,0.15173791,0.15166464,0.15172878,0.15309519,0.15645783,0.13863687,0.12825719
27304,0.12222576,0.20356013,0.20361225,0.20365801,0.20478499,0.20834783,0.19000022,0.1763524
27305,0.07496992,0.14799939,0.14802976,0.14816517,0.14910947,0.14944561,0.12861338,0.11891021
27306,0.097868614,0.21049942,0.21046644,0.21047388,0.21148728,0.21616663,0.1974591,0.18190838
27307,0.09565131,0.16857435,0.16863899,0.1686954,0.17021224,0.17212014,0.15340579,0.14076237
27308,0.10378674,0.22878596,0.22891293,0.22867589,0.22972944,0.23482898,0.21693602,0.19401094
27309,0.10155423,0.20873837,0.20866486,0.20858602,0.20984894,0.2136897,0.18714528,0.1731038
27310,0.1137416,0.20156686,0.20152086,0.20144196,0.20196906,0.20200947,0.17626645,0.16539904
27311,0.115866385,0.2001083,0.20024396,0.20045283,0.20156585,0.20451412,0.18861033,0.17893416
27312,0.1312537,0.23315383,0.23313722,0.23332417,0.23497503,0.23698333,0.21103494,0.19711727
27313,0.10880343,0.21532068,0.21532033,0.21532823,0.21642952,0.21838863,0.20075962,0.18258484
27314,0.4576903,0.5157377,0.5158891,0.51624495,0.51993287,0.5279616,0.46923965,0.46265528
27315,0.12644312,0.19564585,0.1956931,0.19588673,0.19699863,0.19781332,0.17468156,0.17113347
27316,0.093962766,0.2077496,0.20781612,0.20779473,0.20939292,0.21395396,0.19369523,0.17415625
27317,0.105054654,0.42838773,0.42843336,0.42846197,0.43206978,0.44614384,0.41373897,0.36680213
27318,0.0974616,0.18196073,0.18202549,0.1820739,0.18325454,0.18397655,0.16436523,0.15813774
27319,0.119501,0.18489,0.18507901,0.1850976,0.18600686,0.18803023,0.1662984,0.16265209
27320,0.13768527,0.28801575,0.28822863,0.28807437,0.28966412,0.29812595,0.27870846,0.2465838
27321,0.28430396,0.5521176,0.5522553,0.5523128,0.55542725,0.55654556,0.5061663,0.5148402
27322,0.10323714,0.17883506,0.17905971,0.17901474,0.17985836,0.18203148,0.16070957,0.1511849
27323,0.0894912,0.2185452,0.21839647,0.21854816,0.22037916,0.22612593,0.20773976,0.18701705
27324,0.1206086,0.43718696,0.4371753,0.43715888,0.4416276,0.45981535,0.4289946,0.3656799
27325,0.09096547,0.185835,0.18574987,0.18592714,0.18698771,0.18977655,0.16799879,0.15278225
27326,0.16980548,0.21888581,0.21854907,0.21844414,0.2204654,0.22295429,0.19754994,0.18540064
27327,0.4044402,0.32258904,0.3225234,0.32277092,0.32474238,0.32544354,0.2830965,0.28200945
27328,0.10726307,0.206194,0.20618899,0.20614843,0.20787922,0.21166937,0.19307107,0.18144381
27329,0.100563236,0.18645114,0.1862931,0.18644641,0.18777391,0.1923088,0.17313449,0.15747114
27330,0.12351275,0.4619296,0.4620181,0.46209836,0.46688434,0.48399702,0.4490792,0.38954198
27331,0.12431654,0.235504,0.23553412,0.23564196,0.2372356,0.2376769,0.20075403,0.19825414
27332,0.08942092,0.20440969,0.20446457,0.20423166,0.20585015,0.21073373,0.18790673,0.1703205
27333,0.09375781,0.21486416,0.21494931,0.21500826,0.21790677,0.22106235,0.19882834,0.1901083
27334,0.13999295,0.1998218,0.19979876,0.20003057,0.20134562,0.2015455,0.17874628,0.18218486
27335,0.18947755,0.20666847,0.20670667,0.20685068,0.20885308,0.21247551,0.18523827,0.1703297
27336,0.09466481,0.17377228,0.1737182,0.1738171,0.17452395,0.1781796,0.15904906,0.14920759
27337,0.08954834,0.18825214,0.1881281,0.18816586,0.1896153,0.19335985,0.17324431,0.16342942
27338,0.088542305,0.16552137,0.16561624,0.16563925,0.16597323,0.16660583,0.14997882,0.14075445
27339,0.1714835,0.31637636,0.31645873,0.3167695,0.31912264,0.32922518,0.31194657,0.28408593
27340,0.109876014,0.21577324,0.21588351,0.21575065,0.21650092,0.22117393,0.20789924,0.18758412
27341,0.13872147,0.22749774,0.22756822,0.22759348,0.22902834,0.23505649,0.21201423,0.19450365
27342,0.10848677,0.17951794,0.17943762,0.17944936,0.18007137,0.18147033,0.1590966,0.15250447
27343,0.075291894,0.17593396,0.17611574,0.1762335,0.17784645,0.17942163,0.15963995,0.15812416
27344,0.102422565,0.21010283,0.21014167,0.20998771,0.21124862,0.21832527,0.19895482,0.17580076
27345,0.0954337,0.2212709,0.2213089,0.22109118,0.222432,0.22848918,0.2111822,0.18616123
27346,0.15657851,0.22823398,0.22821249,0.22786953,0.22801958,0.22620201,0.20103012,0.20964375
27347,0.14260533,0.429135,0.4291229,0.42925447,0.43501297,0.45497707,0.42755195,0.38048583
27348,0.37014323,0.37735844,0.3771684,0.37770644,0.38188982,0.38427216,0.32851753,0.33860716
27349,0.11074425,0.19754077,0.19760646,0.19753546,0.1990883,0.2011125,0.18063574,0.16814673
27350,0.09560604,0.18057771,0.18070933,0.18068515,0.1824941,0.18387747,0.1620349,0.15157935
27351,0.09744007,0.18336223,0.18343258,0.18342867,0.1840033,0.1865539,0.17021102,0.15484859
27352,0.100878045,0.16252351,0.16276802,0.16264372,0.1633132,0.16525118,0.14727533,0.13853681
27353,0.11829485,0.20762347,0.20756648,0.20762719,0.20843358,0.21215566,0.19496834,0.17948778
27354,0.41467968,0.19774182,0.19765694,0.19760561,0.19723903,0.19391128,0.16736697,0.17425033
27355,0.09517123,0.20141311,0.20150985,0.20166042,0.2044604,0.20827617,0.18893822,0.17304833
27356,0.09894185,0.18793723,0.18775076,0.18788107,0.190065,0.19245319,0.16833657,0.15664335
27357,0.08945978,0.21187982,0.21189941,0.21167162,0.21140942,0.21159598,0.18710163,0.18100691
27358,0.11484529,0.21270157,0.21271609,0.21266639,0.21324116,0.2136224,0.1881737,0.1892501
27359,0.09402979,0.15089715,0.15106541,0.15084063,0.15166073,0.1522457,0.136696,0.1324237
27360,0.13272807,0.2684898,0.26843575,0.26853502,0.2702509,0.2797899,0.26118243,0.2358335
27361,0.093168445,0.21677023,0.21683036,0.2168247,0.21863039,0.2215216,0.19690649,0.17854257
27362,0.22451037,0.294847,0.294863,0.29479542,0.29393023,0.29127842,0.26193666,0.2651766
27363,0.11376673,0.22445026,0.22443353,0.22437088,0.22680323,0.23288426,0.2120735,0.19303498
27364,0.10146446,0.18042625,0.18055713,0.18049988,0.18136564,0.1831922,0.16214514,0.15280062
27365,0.08693396,0.15864001,0.15858132,0.15849832,0.15925428,0.15957099,0.14099616,0.13615559
27366,0.20623198,0.41483366,0.41482452,0.41472718,0.4165092,0.41780013,0.35408387,0.3356984
27367,0.077014096,0.16530704,0.16532484,0.16530834,0.16599919,0.16881748,0.1493656,0.13444439
27368,0.30470514,0.3005792,0.30068812,0.3006714,0.30194548,0.30256227,0.2597012,0.273882
27369,0.08198206,0.16682132,0.16688237,0.16693275,0.16829787,0.17271388,0.15275559,0.13805579
27370,0.1279962,0.23034076,0.23049326,0.23043388,0.23165636,0.23414843,0.20717168,0.19662741
27371,0.101584874,0.18373376,0.18379952,0.18367364,0.1846413,0.18624286,0.16670062,0.15541913
27372,0.11442447,0.23010612,0.23009329,0.23021312,0.23226643,0.23775715,0.2180479,0.19794273
27373,0.08973258,0.12906109,0.12902163,0.12914354,0.12948547,0.13185172,0.120961264,0.116392255
27374,0.08890206,0.15786172,0.15797207,0.15813231,0.15944494,0.16146104,0.14390568,0.13268049
27375,0.107345186,0.20432132,0.20421843,0.20443498,0.20557433,0.20788649,0.18595499,0.17444783
27376,0.12143307,0.1886462,0.18873394,0.18853272,0.18970361,0.19295852,0.175833,0.16221823
27377,0.121635266,0.21161236,0.21167773,0.21155551,0.21337762,0.22080544,0.20528175,0.18406051
27378,0.10625858,0.2179299,0.21797614,0.21817574,0.21947357,0.2200365,0.18271473,0.17509274
27379,0.100260265,0.21657297,0.21644351,0.21620297,0.21690683,0.22181256,0.20424315,0.1822655
27380,0.118587114,0.1843759,0.1844036,0.18441556,0.18592528,0.18755665,0.16660117,0.15847038
27381,0.10330395,0.1817737,0.18183108,0.18182866,0.18253544,0.18525119,0.16949216,0.15976621
27382,0.63954216,0.7144805,0.7145016,0.714529,0.71540946,0.7170892,0.6989672,0.6924751
27383,0.0840613,0.17220132,0.17216171,0.17233728,0.17361899,0.1758753,0.15796927,0.14606778
27384,0.097342044,0.1500391,0.15003075,0.1502265,0.15148067,0.15208839,0.13436797,0.1291446
27385,0.09002644,0.17729944,0.17738803,0.17742728,0.1788357,0.1811487,0.16224657,0.15023164
27386,0.08687872,0.148991,0.14910479,0.14918937,0.14986514,0.14971432,0.13172112,0.12829757
27387,0.08380426,0.18179196,0.18189508,0.18183184,0.18310401,0.18623048,0.16397522,0.14741306
27388,0.12155299,0.23970024,0.23983632,0.23985349,0.24216892,0.24931443,0.23181915,0.21092188
27389,0.12040121,0.21684073,0.21712224,0.21680793,0.21733429,0.22199906,0.20662925,0.19285741
27390,0.13818789,0.33252892,0.3325668,0.33273262,0.33537966,0.3392936,0.29587254,0.29602748
27391,0.26683792,0.405655,0.40555912,0.40548664,0.40592572,0.40546817,0.34860483,0.3648428
27392,0.12760627,0.22066806,0.22077483,0.22108029,0.2231589,0.22845565,0.21189752,0.19779898
27393,0.118020736,0.31859756,0.3185384,0.31838176,0.32022387,0.32939225,0.30593047,0.27005336
27394,0.11081809,0.2027553,0.2027803,0.2029872,0.20469195,0.20924477,0.19257529,0.17738007
27395,0.10889367,0.16496707,0.1648132,0.16494931,0.1656705,0.16847299,0.15367322,0.14683217
27396,0.11883681,0.25091103,0.2509936,0.25083077,0.2512753,0.25630942,0.23490463,0.21572004
27397,0.0928525,0.14659628,0.14658175,0.14654095,0.14855842,0.15123975,0.13347165,0.12484418
27398,0.093745306,0.17030638,0.17016278,0.17025575,0.17071632,0.17365396,0.16003513,0.14782254
27399,0.2134413,0.39304137,0.39297974,0.39305598,0.3945357,0.3957649,0.3539067,0.34407985
27400,0.10156656,0.1742716,0.17437206,0.17417893,0.175196,0.17491089,0.15953307,0.15153858
27401,0.12048786,0.2047481,0.20470706,0.2045829,0.20598964,0.20863546,0.182448,0.17242129
27402,0.08439995,0.17783532,0.1777421,0.177899,0.17936707,0.1811965,0.15777603,0.14607671
27403,0.11051886,0.18992914,0.18991433,0.1899306,0.19172968,0.19544598,0.17392519,0.16390114
27404,0.1626324,0.46139926,0.461384,0.46128708,0.46226037,0.4644117,0.39883292,0.4478686
27405,0.41120037,0.32487983,0.32489327,0.32521418,0.32791093,0.33275303,0.29484075,0.30487874
27406,0.097557,0.17220844,0.17230803,0.17226277,0.17209521,0.17369746,0.15377739,0.14790104
27407,0.08377791,0.15864532,0.15879582,0.1588727,0.16012168,0.16309123,0.1455673,0.13428546
27408,0.13519531,0.23321174,0.23340772,0.23337372,0.23500243,0.24205084,0.2260209,0.20847538
27409,0.12526506,0.23343857,0.23354313,0.23351398,0.234633,0.23750232,0.21802513,0.20286351
27410,0.10343708,0.2196101,0.21948399,0.21958898,0.22051409,0.22331603,0.19953604,0.17877771
