,dec_1_drift_from_origin,dec_2_drift_from_origin,dec_3_drift_from_origin,dec_4_drift_from_origin,dec_5_drift_from_origin,dec_6_drift_from_origin
341,1.0363368,1.0473804,1.0290583,1.0139642,1.0272313,1.0119857
342,0.90720856,0.90395355,0.91443145,0.9235189,0.91438425,0.9086894
343,0.014718413,0.014933467,0.014696777,0.014206767,0.013806462,0.013178706
344,0.7874227,0.7830106,0.7918503,0.7754556,0.7589754,0.75020456
345,0.71248853,0.71535337,0.7233052,0.7090018,0.7126688,0.7167132
346,0.8514436,0.86101776,0.867311,0.84414583,0.8396628,0.8136053
347,0.7550113,0.7670314,0.77312225,0.73993504,0.7183668,0.6689075
348,0.8665971,0.8634145,0.88226116,0.85570824,0.8099785,0.77427363
349,0.14483738,0.14649183,0.15181029,0.13736206,0.12725925,0.11902028
350,0.85081875,0.8519636,0.8504034,0.82684577,0.8093898,0.81166965
351,0.7319971,0.7370744,0.7511073,0.74743295,0.7527053,0.74356955
352,0.591067,0.5881501,0.6095929,0.60346603,0.60256666,0.61476505
353,0.8612807,0.86480355,0.86539084,0.8585524,0.8409709,0.80768824
354,0.92686737,0.928018,0.92256415,0.9239657,0.94704634,0.9188317
355,0.86016864,0.8586191,0.87858814,0.86657107,0.86721766,0.8466858
356,0.7904129,0.79558843,0.8119012,0.79846174,0.7891971,0.7708861
357,0.4194842,0.42143607,0.43450254,0.42046493,0.41951948,0.4413612
