,dec_1_drift_from_origin,dec_2_drift_from_origin,dec_3_drift_from_origin,dec_4_drift_from_origin,dec_5_drift_from_origin,dec_6_drift_from_origin
4804,0.79314154,0.80613077,0.8210219,0.80808663,0.78913635,0.76989675
4805,0.6889701,0.69043064,0.6985777,0.6853663,0.686525,0.6810447
4806,0.6066735,0.6114697,0.6303787,0.62332875,0.5937676,0.5874139
4807,0.26479673,0.2733978,0.2851146,0.27098638,0.26028538,0.255906
4808,0.83750826,0.83808875,0.8519201,0.8330068,0.8076849,0.7793311
4809,0.17703468,0.1779542,0.18385017,0.17199689,0.1639018,0.15842491
4810,0.83450603,0.8366492,0.8460399,0.8302737,0.82635224,0.82857966
4811,0.87577885,0.8866673,0.88261384,0.86954194,0.8723071,0.8376214
4812,0.85769236,0.85722095,0.8694803,0.8570026,0.87082684,0.83801794
4813,0.74206996,0.7425636,0.74252415,0.7199222,0.71991813,0.7135397
4814,0.6901542,0.6933656,0.70295954,0.6908748,0.67871666,0.65248245
4815,0.7633495,0.75956875,0.7748333,0.76071423,0.7415328,0.7339103
4816,0.6033193,0.6073371,0.61780363,0.59673554,0.58515966,0.5855148
4817,0.91244763,0.91019326,0.90673786,0.91478103,0.90887034,0.9238792
4818,0.756312,0.76243097,0.776937,0.7633688,0.75272816,0.75435734
4819,0.9961473,0.9929793,1.0033859,1.0021087,1.0028603,0.9839655
4820,0.66888547,0.67334837,0.6781277,0.6597309,0.63891387,0.64052844
4821,0.07527238,0.077304125,0.0670045,0.060191393,0.05300176,0.04823816
4822,0.2421304,0.24453282,0.24962527,0.23728323,0.2377935,0.2545665
4823,0.081310034,0.0836339,0.08518624,0.08149266,0.079348326,0.07555175
4824,0.83002675,0.82846904,0.835122,0.8217672,0.8171622,0.8062198
4825,0.88231474,0.880328,0.88579726,0.88085544,0.9076354,0.92711216
4826,0.84436035,0.8485209,0.8504632,0.83412945,0.8292116,0.8142546
4827,0.019993246,0.020147204,0.019969106,0.019701838,0.018716872,0.018074572
4828,0.058486223,0.060099542,0.058521807,0.056630015,0.053691864,0.052114725
4829,0.8191626,0.82744414,0.832873,0.8312403,0.82854646,0.82402647
4830,0.78624547,0.78804505,0.8013767,0.78211874,0.76351315,0.7327996
4831,0.4759934,0.4849037,0.49038363,0.4783272,0.4536875,0.44201207
4832,0.6713097,0.676618,0.68130225,0.66715956,0.6700232,0.67111003
4833,0.7724606,0.7777637,0.78327405,0.7813458,0.7728884,0.758304
4834,0.8620713,0.85882914,0.8637085,0.8540008,0.85888714,0.8582162
4835,0.67785513,0.683396,0.6863489,0.6749853,0.6769729,0.63800704
4836,0.74854445,0.7468151,0.76045966,0.74976146,0.73194474,0.7358167
4837,0.7379557,0.74946886,0.7638825,0.74661696,0.74334455,0.7505038
4838,0.90935034,0.90448296,0.9093369,0.8956513,0.8824539,0.89599967
4839,0.70417225,0.70315415,0.71880054,0.7026018,0.6830187,0.67578137
4840,0.6254413,0.63520235,0.65176743,0.64341176,0.6366401,0.6308137
4841,0.015963972,0.016174316,0.015842438,0.015496969,0.015163481,0.01491183
4842,0.9552752,0.95508015,0.960932,0.95064,0.92817754,0.9009134
4843,0.75497,0.7614126,0.7786278,0.7663388,0.76442957,0.75350964
4844,0.021569371,0.022364259,0.021932065,0.02047956,0.01853466,0.015826821
4845,0.536401,0.5307115,0.543859,0.5226306,0.51331574,0.50846624
4846,0.8220038,0.8194512,0.834165,0.8050157,0.80761844,0.76876503
4847,0.6575091,0.6542367,0.6655649,0.6507205,0.65020084,0.65328205
4848,0.7250395,0.734918,0.7531278,0.73974895,0.7306553,0.70848733
4849,0.66376305,0.6718154,0.69987047,0.6775559,0.6636797,0.6524047
4850,0.5020913,0.5055652,0.52100885,0.49558365,0.5016033,0.4773388
4851,0.97449565,0.9824899,0.97995543,0.9856389,0.9914461,0.9777164
4852,0.023728192,0.024094582,0.023661315,0.023024619,0.022267401,0.021704018
4853,0.73595774,0.7402985,0.7476585,0.7277759,0.71607494,0.69516057
4854,0.7872249,0.79689175,0.81505245,0.798162,0.786709,0.7818996
4855,0.21928722,0.21695513,0.22489512,0.21701545,0.21877396,0.21582645
4856,0.9217479,0.9211871,0.92981035,0.9184198,0.90421134,0.9120338
4857,0.13824815,0.15149081,0.1461302,0.13611501,0.0958482,0.098446846
4858,0.7784137,0.7761415,0.78855306,0.7769848,0.7878195,0.8150413
4859,0.6222365,0.617885,0.63081545,0.6134429,0.62896127,0.61665905
4860,0.84977925,0.84954536,0.86131144,0.83595705,0.82034665,0.7930894
4861,0.86667395,0.86744,0.88148516,0.8697015,0.8401553,0.8208544
4862,0.8885745,0.8811526,0.8806782,0.8942268,0.893996,0.8965046
4863,0.8542254,0.8501381,0.8436209,0.84232926,0.8471999,0.8342834
4864,0.79283756,0.7961668,0.81611884,0.79138035,0.7628578,0.7368287
4865,0.6573515,0.6523979,0.6669853,0.641907,0.6282395,0.6098577
4866,0.6562134,0.66021943,0.6739359,0.6599801,0.65279806,0.659895
4867,0.748281,0.7588835,0.76978135,0.7388373,0.7251061,0.7055025
4868,0.22958195,0.2258057,0.22893268,0.22982824,0.24559718,0.25338215
4869,0.6862068,0.6983207,0.71639204,0.6911769,0.6607726,0.6331548
4870,0.70912385,0.71195364,0.7281092,0.6918615,0.66356415,0.639763
4871,0.41094375,0.41509038,0.43008655,0.41281718,0.41125667,0.39179873
4872,0.7764712,0.7694901,0.7749709,0.75921893,0.7578795,0.7279867
4873,0.93137246,0.9441409,0.9450741,0.9504615,0.93871987,0.938249
4874,0.71345687,0.7133187,0.7277682,0.70877075,0.6836438,0.6615273
4875,0.6898128,0.70356566,0.7078054,0.67424977,0.65399456,0.63527733
4876,0.63411105,0.6288187,0.64731693,0.62832016,0.64067835,0.61432505
4877,0.9678381,0.9618612,0.9719252,0.97886205,0.98261,0.95187485
4878,0.85473806,0.8630298,0.86380374,0.8475323,0.8310331,0.79471326
4879,0.8289535,0.8272535,0.83272827,0.8314932,0.82125777,0.77355605
4880,0.78316647,0.7891283,0.79554564,0.78867537,0.7660902,0.69571984
4881,0.10435104,0.1043123,0.1074183,0.10075301,0.09569597,0.0878855
4882,0.8122898,0.8157558,0.82656837,0.80898136,0.80638254,0.7435868
4883,0.88945335,0.90546924,0.9069491,0.89851844,0.88690525,0.8809248
4884,0.8809322,0.8803678,0.8777857,0.8604681,0.86011386,0.82676196
4885,0.7645829,0.76724315,0.77021575,0.7472533,0.76308215,0.7612027
4886,0.57141495,0.5782411,0.59278715,0.574558,0.56424254,0.54021657
4887,0.7801732,0.78453285,0.7959121,0.7932875,0.78648925,0.75439507
4888,0.04764384,0.049452662,0.0481748,0.045497,0.04216671,0.03926915
4889,0.78627205,0.78739405,0.8033119,0.78605765,0.7773611,0.7269459
4890,0.6986213,0.71165943,0.7182915,0.7008277,0.6916827,0.6497052
4891,0.66373605,0.6583184,0.66818005,0.6522813,0.6631639,0.653514
4892,0.73776865,0.7422514,0.750789,0.735716,0.7437949,0.73982227
4893,0.8148105,0.82210463,0.8288143,0.80846137,0.8146911,0.77506775
4894,0.79473346,0.7942036,0.8048106,0.7972078,0.79914725,0.7483349
4895,0.8799628,0.88208497,0.875508,0.8788825,0.87402105,0.8898112
4896,0.8340144,0.82374024,0.83455217,0.81997764,0.8267077,0.7791813
4897,0.14875764,0.14752686,0.1542309,0.14685476,0.14339817,0.13267434
4898,0.13547617,0.13633871,0.13987339,0.13596606,0.13033468,0.12671125
4899,0.12236643,0.12348598,0.12567234,0.119892776,0.11362642,0.11019087
4900,0.79238504,0.78633815,0.79832304,0.7923091,0.80794007,0.7999624
4901,0.76798993,0.7763523,0.7835608,0.76822263,0.76399255,0.7443273
4902,0.8163135,0.81659746,0.8205489,0.79868656,0.7826764,0.7827436
4903,0.81325996,0.8123969,0.81545013,0.8089396,0.7973714,0.76375335
4904,0.7347111,0.7310602,0.73821265,0.7141428,0.716645,0.6813841
4905,0.7964432,0.79850525,0.8007941,0.79053664,0.79732925,0.76994735
4906,1.023896,1.0109583,1.0037137,0.9872599,0.99917495,1.0324872
4907,0.52694714,0.52811134,0.5508673,0.5234239,0.524611,0.5035162
4908,0.15429747,0.16713989,0.15785164,0.17428648,0.13397044,0.114139974
4909,0.01358211,0.013874769,0.013513505,0.013107717,0.012145281,0.011500299
4910,0.12671053,0.12870002,0.13074559,0.12730992,0.12250543,0.11833459
4911,0.792643,0.7985992,0.82068104,0.8023561,0.77034676,0.7379873
4912,0.44953293,0.4524477,0.46555495,0.44993544,0.4426546,0.44878525
4913,1.0025396,0.9962492,0.99281305,0.99375,0.9730185,0.97758734
4914,0.72869027,0.7340167,0.74949265,0.7267862,0.7157524,0.68848675
4915,0.6129333,0.6205095,0.62654775,0.59928524,0.578779,0.55585635
4916,0.271347,0.27387536,0.28794926,0.27158004,0.25445986,0.24662465
4917,0.92770445,0.924385,0.9188215,0.92815965,0.9376472,0.9178499
4918,0.8693625,0.87108815,0.87424195,0.8650405,0.85767174,0.8671037
4919,0.69040203,0.68845135,0.6923552,0.6761408,0.67645985,0.674055
4920,0.74948764,0.7499849,0.76984,0.74829066,0.7343922,0.7196123
4921,0.020566404,0.021612406,0.020839214,0.018843412,0.016631365,0.014306724
4922,0.8863687,0.88512623,0.8918861,0.8799256,0.87705296,0.8462339
4923,0.89494234,0.9061244,0.9082507,0.90625435,0.90041625,0.8537111
4924,0.64295757,0.6426923,0.6560613,0.6351061,0.62948596,0.5702553
4925,0.82792115,0.8261735,0.8388537,0.8227588,0.80580485,0.8479282
4926,0.50505054,0.51611865,0.4913054,0.45400053,0.46700406,0.47114152
4927,0.736809,0.74762154,0.7577371,0.7325672,0.7399267,0.7045716
4928,0.80990106,0.81115043,0.82480943,0.795599,0.79731727,0.80982035
4929,0.7925167,0.79686767,0.805133,0.78972083,0.7731101,0.7621732
4930,0.93569356,0.94234437,0.9469225,0.94383866,0.92133373,0.8987379
4931,0.62122333,0.6288257,0.6456195,0.6008784,0.57423306,0.53560036
4932,0.03231442,0.032673717,0.03240913,0.030990064,0.029535055,0.027925074
4933,0.9833213,0.98447907,0.9786222,0.9802349,0.9905109,0.956892
4934,0.79236585,0.79261434,0.8020717,0.77315336,0.7413088,0.72638035
4935,0.8073325,0.8139772,0.8213695,0.8009024,0.78486574,0.73907036
4936,0.033612072,0.03610593,0.032692254,0.027442694,0.021735251,0.01807648
4937,0.7305184,0.7421936,0.76953334,0.7471519,0.73832643,0.72055197
4938,0.77941793,0.7697574,0.7856077,0.7821709,0.777753,0.75206095
4939,0.9029522,0.89912415,0.8962227,0.8961468,0.88760734,0.7641137
4940,0.82781655,0.8385686,0.8480646,0.83200634,0.8327432,0.8119763
4941,0.62423146,0.6269736,0.62992793,0.6024711,0.5770713,0.5153173
4942,0.10731578,0.10821575,0.11300218,0.104298055,0.09690666,0.09340811
4943,0.921666,0.9285284,0.94093674,0.94124746,0.924326,0.9493061
4944,0.8445397,0.8473542,0.85603046,0.83627653,0.81028503,0.7823089
4945,0.5434505,0.542771,0.55339825,0.54656833,0.54813766,0.5405748
4946,0.6515069,0.6550484,0.6530717,0.6381428,0.600592,0.56973314
4947,0.4926712,0.48946065,0.503296,0.48512137,0.48657942,0.4959718
4948,0.28502244,0.29460692,0.30121887,0.28785717,0.2987172,0.28736484
4949,0.7703974,0.7679539,0.77191615,0.7778341,0.7690661,0.77052313
4950,0.6514749,0.659514,0.669755,0.6504811,0.61775273,0.5848229
4951,0.7531408,0.7463645,0.75191104,0.735953,0.75400794,0.74002016
4952,0.3118981,0.31141263,0.31949246,0.3046012,0.3169933,0.3169275
4953,0.73058677,0.72930026,0.7318784,0.71497667,0.7073094,0.70743954
4954,0.76002526,0.77029485,0.77670604,0.7629214,0.7467214,0.7098491
4955,0.65473485,0.6621188,0.6778802,0.65662026,0.6372962,0.59952664
4956,0.60284024,0.6221783,0.6210778,0.57800746,0.53348285,0.46963447
4957,0.33340365,0.3342231,0.34420037,0.33515573,0.33015823,0.33011848
4958,0.6965599,0.6984955,0.7083875,0.6879202,0.67330027,0.628619
4959,0.9799079,0.9636567,0.9664633,0.97467625,0.97978616,1.0027115
4960,0.0151003,0.015204966,0.015054703,0.01509124,0.0146000385,0.014577627
4961,0.92348814,0.9274922,0.92825985,0.9182658,0.87561244,0.84041345
4962,0.7254161,0.73726666,0.7388611,0.71462774,0.6950549,0.68502384
4963,0.598475,0.6029834,0.6218556,0.5914638,0.58491147,0.57021683
4964,0.04537177,0.046648383,0.047311902,0.043926954,0.039117634,0.03613019
4965,0.6037855,0.60608244,0.61454076,0.5908339,0.579769,0.5521706
4966,0.9736668,0.975423,0.964277,0.9769894,0.99901944,0.99870265
4967,0.42278105,0.42355585,0.43466496,0.4079697,0.40379018,0.39792466
4968,0.8485198,0.8508335,0.8544018,0.84270257,0.8305789,0.8141674
4969,0.85872006,0.8633774,0.8680389,0.8441638,0.85538226,0.82744545
4970,0.75739765,0.7625117,0.774458,0.7586851,0.7581253,0.70887804
4971,0.8168938,0.8237526,0.84439737,0.8212982,0.79783976,0.7854904
4972,0.8997623,0.8972341,0.8952707,0.8920983,0.89824396,0.89522016
4973,0.8647535,0.87239254,0.8718238,0.8490416,0.83188623,0.8187231
4974,0.7580532,0.7545724,0.7677807,0.75357103,0.739848,0.713475
4975,0.87664616,0.877386,0.8720964,0.86021835,0.830566,0.76280874
4976,0.31278586,0.3110072,0.31750202,0.31734347,0.33349818,0.34092307
4977,0.86120856,0.86718905,0.8767856,0.8643363,0.85278237,0.8432201
4978,0.66166794,0.6723194,0.68021333,0.67059517,0.6438021,0.6631681
4979,0.79872096,0.7968675,0.80682814,0.7965367,0.80372083,0.80107504
4980,0.8901241,0.8964993,0.8995476,0.8889532,0.8675625,0.85392666
4981,0.7323237,0.7348757,0.7460903,0.73419166,0.7413411,0.7376759
4982,1.0059825,1.0142628,1.0059091,0.99923986,0.9857853,1.0282671
4983,0.032938838,0.033298135,0.033896804,0.03164774,0.02837658,0.025309324
4984,0.9032979,0.8876315,0.8816471,0.8783264,0.88737726,0.8802825
4985,0.14152592,0.14460427,0.14754438,0.1383025,0.12525374,0.11572826
4986,0.7373084,0.74460316,0.7546376,0.7504843,0.7335236,0.71131074
4987,0.45675957,0.45517105,0.46397102,0.45600688,0.45108706,0.44570553
4988,0.79964507,0.8132306,0.83006734,0.80810785,0.78401464,0.7412001
4989,0.5190946,0.5282693,0.5421034,0.5084131,0.47597677,0.45331234
4990,0.71971494,0.72630537,0.7343172,0.7159096,0.7355113,0.728407
4991,0.7485089,0.74454826,0.7529985,0.7332482,0.73151374,0.6966943
4992,0.6204402,0.6180798,0.6362194,0.6205252,0.6117463,0.6357043
4993,0.8642845,0.8658055,0.87510985,0.874527,0.86859727,0.85862213
4994,0.29547423,0.2906227,0.29739964,0.28224427,0.288683,0.2716387
4995,0.23258168,0.23330194,0.24249321,0.23102903,0.22150326,0.22407752
4996,0.8878626,0.8849836,0.8962451,0.87877184,0.879768,0.8694366
4997,0.833274,0.8332711,0.8445612,0.83796334,0.851066,0.82122606
4998,0.71464425,0.72429514,0.7416904,0.7193993,0.69802135,0.6561477
4999,0.8028716,0.8059238,0.81363386,0.8083621,0.80349755,0.77206284
5000,0.035782754,0.036468863,0.035911918,0.034021437,0.031971097,0.030885339
5001,0.62199324,0.63121915,0.63691926,0.6206274,0.60093653,0.56411666
5002,0.77646434,0.78351265,0.7902527,0.77409774,0.74497974,0.7370583
5003,0.98362267,1.0011467,1.0020206,0.99448603,0.9863521,0.97485423
5004,0.061018705,0.06332219,0.064579844,0.059598267,0.05480945,0.04995489
5005,0.64565796,0.6458489,0.64844763,0.63835603,0.6398447,0.6312767
5006,0.7121707,0.7125132,0.7189329,0.7029563,0.68776596,0.6794888
5007,0.19652587,0.19693309,0.19659221,0.18771839,0.17124665,0.15787852
5008,0.62319577,0.6257342,0.6282252,0.59540844,0.55378944,0.49009627
5009,0.5828607,0.6017873,0.61726457,0.5819989,0.5288,0.47924852
5010,0.053186297,0.05369097,0.053130925,0.052996576,0.051912248,0.051618993
5011,0.1371113,0.13811916,0.14131576,0.13488549,0.1315422,0.13268495
5012,0.9255267,0.93843883,0.9548915,0.9310288,0.93053293,0.896533
5013,0.81795985,0.8107042,0.8064375,0.7995688,0.78117025,0.7420021
5014,0.8397144,0.8521174,0.86564434,0.8492608,0.834538,0.8194545
5015,0.77527666,0.7744173,0.78815645,0.78625196,0.80282646,0.83551353
5016,0.71234626,0.71573436,0.7379814,0.70301354,0.6800794,0.6692171
5017,0.7969331,0.7921106,0.79126346,0.7791452,0.7711693,0.7519767
5018,0.047966838,0.050411165,0.048428357,0.041963935,0.035618126,0.030638158
5019,0.98473376,0.9815413,0.99281234,1.0056858,1.0061508,0.97389674
5020,0.50662607,0.5038543,0.51839817,0.50144947,0.506261,0.49783045
5021,0.63971925,0.64671063,0.6579449,0.62550044,0.6202044,0.59792304
5022,0.93803453,0.93623054,0.94385344,0.93715507,0.94275093,0.93619204
5023,0.8359063,0.84045506,0.84194994,0.83013654,0.8231727,0.78790534
5024,0.77260226,0.7684495,0.78235126,0.7680434,0.76451904,0.73715305
5025,0.8688872,0.8770822,0.8839025,0.8670685,0.8722355,0.87375367
5026,0.9488011,0.9492109,0.94790536,0.95833206,0.9554618,0.9407808
5027,0.8628679,0.8595056,0.86183,0.8508918,0.8370204,0.81908417
5028,0.78969085,0.78635746,0.80017626,0.78672767,0.79090625,0.83922607
5029,0.14309084,0.14620566,0.14971602,0.13480389,0.12499672,0.108021855
5030,0.62551326,0.6317291,0.64543283,0.61750734,0.6019697,0.5914234
5031,0.81951153,0.80946124,0.8162235,0.8156452,0.82669824,0.81409323
5032,0.8519014,0.8585731,0.87094367,0.85598665,0.85271513,0.78757936
5033,0.96618855,0.96943194,0.9676591,0.96021074,0.9654203,0.9633165
5034,0.03935033,0.040685833,0.039783895,0.035484374,0.030926764,0.026218653
5035,0.83614504,0.8263644,0.8316036,0.8136174,0.81843746,0.8287735
5036,0.27642483,0.28472245,0.28344315,0.2751748,0.26385206,0.25032628
5037,0.5111021,0.5094001,0.5172965,0.49679053,0.49697024,0.49527335
5038,0.8446044,0.8484419,0.8645935,0.8525716,0.8380093,0.81656355
5039,0.8114716,0.8080933,0.813983,0.80736715,0.81181467,0.83387256
5040,0.8473264,0.8611151,0.87703353,0.86064696,0.8620554,0.8256928
5041,0.8234333,0.8192166,0.83044577,0.82595116,0.83062613,0.8199444
5042,0.037170768,0.038916767,0.037854135,0.033659577,0.029747605,0.026764631
5043,0.88449264,0.8814337,0.88216233,0.8654752,0.85592335,0.82014024
5044,0.96781236,0.97063476,0.9764761,0.99241465,0.9834491,0.97848964
5045,0.974404,0.9670938,0.97307324,0.97269195,0.9763037,0.96532863
5046,0.9893621,1.0093919,0.9986402,1.0027851,0.9947099,0.9927327
5047,0.77849764,0.7804948,0.784397,0.7730701,0.75922745,0.75513554
5048,0.84169024,0.83775455,0.85237,0.8328689,0.8377286,0.8281373
5049,0.30008322,0.3022279,0.31230366,0.30842578,0.30929744,0.31686187
5050,0.7705622,0.77159286,0.7888969,0.76966,0.77035177,0.7743914
5051,0.9142605,0.9206525,0.9156252,0.90765446,0.8962927,0.9005513
5052,0.815737,0.8160977,0.813854,0.79640824,0.7876617,0.74184465
5053,0.7985735,0.7956076,0.79403615,0.8071343,0.82319224,0.8075385
5054,0.88173735,0.88326335,0.8957778,0.8818526,0.888437,0.90063083
5055,0.7160966,0.72173643,0.7395105,0.7093936,0.6927254,0.7137261
5056,0.020626128,0.02080977,0.020590425,0.020397425,0.02015829,0.019811809
5057,0.87973106,0.8846817,0.89401144,0.8837962,0.86892784,0.85161185
5058,0.7184864,0.7206712,0.72823083,0.71214163,0.70642877,0.6888181
5059,0.52056503,0.52562,0.54417604,0.53145427,0.52716863,0.55367386
5060,0.81097716,0.80572754,0.80424905,0.79878575,0.8050888,0.79489946
5061,0.9377861,0.94935286,0.96304584,0.94648886,0.9559397,0.9498193
5062,0.6929574,0.69211787,0.70134777,0.6755675,0.67130834,0.65084463
5063,0.88619256,0.88497525,0.89320296,0.89681584,0.9203894,0.9236262
5064,0.6233599,0.62999165,0.6449282,0.62102294,0.61223257,0.5985679
5065,0.7663607,0.76580226,0.77587306,0.7512697,0.7537935,0.7367986
5066,0.93501985,0.9457592,0.9453178,0.9355481,0.9125518,0.8805533
5067,0.07140261,0.07564533,0.07507986,0.063185036,0.054734707,0.044320524
5068,0.5252361,0.5214323,0.5426501,0.52658653,0.5340642,0.5586298
5069,0.84952766,0.8390885,0.8389023,0.83608407,0.85328823,0.84352
5070,0.7669172,0.7674202,0.7766956,0.7659383,0.7813463,0.76614904
5071,0.8819917,0.8788694,0.88587755,0.8810394,0.8680663,0.8507558
5072,0.5761301,0.589041,0.5990076,0.5658314,0.52299815,0.5071492
5073,0.014205694,0.014425278,0.014230847,0.013919234,0.013000727,0.012670219
5074,0.8004961,0.79936904,0.7973567,0.7774123,0.7788136,0.74733293
5075,0.7330437,0.73330164,0.7474849,0.72321,0.71070373,0.716989
5076,0.9988139,1.0005715,1.0050113,1.0045007,0.97093487,0.93982136
5077,0.95361173,0.95588005,0.9622203,0.9490618,0.94121563,0.8901582
5078,0.6425061,0.65108097,0.66066265,0.62992203,0.62196934,0.5838523
5079,0.77733994,0.7815541,0.797516,0.77868617,0.77249944,0.74485946
5080,0.933743,0.94163483,0.95007503,0.934589,0.91194594,0.9148139
5081,0.8445933,0.8463851,0.8556401,0.8358666,0.8497266,0.7897078
5082,0.1809969,0.18609542,0.1931082,0.1798777,0.17068988,0.16574717
5083,0.031288147,0.03207308,0.031371534,0.030061185,0.028252244,0.02706778
5084,0.36799556,0.37140864,0.38614666,0.35902417,0.35119444,0.32875705
5085,0.8977515,0.8997055,0.9019444,0.88826954,0.87640435,0.84499574
5086,0.71955997,0.7183666,0.73568285,0.7255397,0.72103035,0.7261083
5087,0.7541178,0.7513734,0.7679638,0.7496153,0.7122368,0.70134056
5088,0.70422745,0.70436037,0.7158119,0.6949544,0.68451035,0.6935611
5089,0.8531792,0.8452641,0.85665107,0.86368084,0.86859196,0.8838022
5090,0.6211035,0.6168324,0.64031243,0.6330018,0.63343287,0.6539401
5091,0.88146496,0.8787079,0.8872682,0.8640454,0.86673933,0.8507937
5092,0.8758818,0.8771502,0.8741964,0.84849906,0.81067836,0.79486996
5093,0.7734589,0.79032767,0.8015832,0.78666306,0.7717264,0.74511516
5094,0.485016,0.4834504,0.4955774,0.4803645,0.47885454,0.4701203
5095,0.6680248,0.66815805,0.68648285,0.6745882,0.6631135,0.66378355
5096,0.97372437,0.9812784,0.9866312,0.97356933,0.94372207,0.91184384
5097,0.47833413,0.47487235,0.49121684,0.47235316,0.45946628,0.43904525
5098,0.94058794,0.94214207,0.9398368,0.9302535,0.90831107,0.85366154
5099,0.78768957,0.7909612,0.8100934,0.78430307,0.76448435,0.7479304
5100,0.8743618,0.8830843,0.89249074,0.885619,0.8718709,0.8366394
5101,0.8724356,0.87974906,0.8774046,0.87034476,0.8543463,0.8320005
5102,0.4760629,0.48945248,0.50466055,0.45800883,0.40940863,0.3625865
5103,0.7113437,0.70798576,0.72365725,0.70636344,0.69638956,0.7079351
5104,0.49406153,0.50531095,0.50315475,0.4791187,0.46892762,0.43994164
5105,0.8742256,0.8738138,0.8853709,0.8844495,0.88225996,0.88985014
5106,0.63117135,0.62735873,0.63318133,0.6214795,0.62476444,0.6096535
5107,0.7415428,0.7274273,0.7291118,0.72363317,0.72870314,0.76579756
5108,0.19318306,0.19659567,0.20538872,0.19181788,0.18202221,0.17933595
5109,0.63074386,0.6285302,0.6349207,0.61879134,0.6002772,0.5856258
5110,1.0140791,1.0099554,1.0080614,1.0138204,1.0151348,1.0304654
5111,0.8334652,0.8398247,0.8574906,0.8420391,0.8399662,0.82693094
5112,0.63288885,0.6409601,0.6507027,0.62947,0.5998814,0.56667244
5113,0.47496086,0.47846544,0.4940859,0.47296077,0.46671945,0.45620006
5114,0.7803292,0.7862087,0.7933172,0.79386824,0.7763468,0.7720433
5115,0.8089752,0.80186933,0.8074389,0.8015035,0.80133307,0.79968816
5116,0.62903434,0.6305293,0.65345514,0.634194,0.64560175,0.6542386
5117,0.5620389,0.56845033,0.58011043,0.5486738,0.49660712,0.44260204
5118,0.6297461,0.6244106,0.64780986,0.6301704,0.6292963,0.63110375
5119,0.7157296,0.71115553,0.7227448,0.7181972,0.7238008,0.7332396
5120,0.65708375,0.66375506,0.6619741,0.64502,0.64322186,0.595732
5121,0.7560207,0.76310754,0.7791617,0.7559209,0.75881153,0.7404556
5122,0.8121086,0.8218708,0.83691645,0.81848794,0.8045547,0.7852969
5123,0.7409375,0.7478441,0.75109494,0.73704517,0.7510028,0.7375626
5124,0.9613963,0.94844043,0.93318254,0.9362231,0.9729019,0.95154864
5125,0.3034265,0.3076619,0.316765,0.29873985,0.29448247,0.2726437
5126,0.73543245,0.7334871,0.73993796,0.72054625,0.7177324,0.68903816
5127,0.6693029,0.66484845,0.6781336,0.6698983,0.6640588,0.6558583
5128,0.5703854,0.5692986,0.5810712,0.56321734,0.54478717,0.5307005
5129,0.84039193,0.8493259,0.8529953,0.8511802,0.85612965,0.84225506
5130,0.7556587,0.7582611,0.7646132,0.74746263,0.75136423,0.71857285
5131,0.90160114,0.9016279,0.91968846,0.9042947,0.8880755,0.8565743
5132,0.7456124,0.7464924,0.749846,0.7356307,0.7186222,0.7118948
5133,0.6655493,0.6678653,0.6813255,0.6686237,0.6842361,0.6837709
5134,0.7324933,0.73836017,0.73765785,0.7105607,0.68322265,0.6166791
5135,0.9539336,0.9447403,0.9333317,0.939997,0.96815896,0.9473076
5136,0.052901268,0.055765927,0.05334729,0.04878944,0.042912245,0.03882563
5137,0.99322534,0.9908419,0.9935255,0.99476933,0.98859125,0.9666113
5138,0.9232804,0.9278483,0.93564546,0.9161545,0.91585505,0.92158407
5139,0.10195285,0.101248085,0.10286957,0.095885694,0.09042978,0.07821524
5140,0.9094355,0.91359645,0.9118837,0.90138143,0.89641345,0.8851111
5141,0.06393707,0.064516366,0.06559235,0.06101322,0.057596385,0.052782416
5142,0.18425554,0.19215626,0.1780495,0.15613455,0.12696517,0.13043696
5143,0.73042834,0.7262801,0.73860765,0.73249274,0.72912085,0.736604
5144,0.5034666,0.50316834,0.51440156,0.50742626,0.523591,0.51069695
5145,0.5437187,0.5411132,0.5562637,0.53997386,0.53686035,0.55264986
5146,0.8946684,0.8902388,0.8862542,0.89074033,0.899046,0.8840308
5147,0.8461364,0.84194624,0.8419377,0.84158903,0.8457312,0.8513939
5148,0.94178987,0.9334786,0.9316837,0.91451037,0.9028578,0.84616905
5149,0.9017892,0.90859914,0.9246739,0.93317187,0.92832476,0.92727286
5150,0.47356147,0.476968,0.4876799,0.45558733,0.4285549,0.41466147
5151,0.59124863,0.59282124,0.5972168,0.56825197,0.55075824,0.53574634
5152,0.076937556,0.07854611,0.08159214,0.07751346,0.0749535,0.06983113
5153,0.013124287,0.013817668,0.013071358,0.011060715,0.009944558,0.008019805
5154,0.9921325,0.98847836,0.9829772,0.99589705,0.9955683,0.9686749
5155,0.7738928,0.77376854,0.7746451,0.76328826,0.75575083,0.7315159
5156,0.63206846,0.63994443,0.6545125,0.6361331,0.6324232,0.61746156
5157,0.3732478,0.37627858,0.38820058,0.37787575,0.38569635,0.39376622
5158,0.82393837,0.823467,0.8235944,0.81874084,0.81596696,0.8119175
5159,0.7121295,0.7132026,0.7284204,0.7164346,0.70708805,0.68815804
5160,0.6588973,0.66072834,0.66367394,0.6526366,0.626595,0.6017765
5161,0.3968374,0.39316493,0.40307212,0.39100307,0.39329267,0.3963889
5162,0.4603395,0.45774996,0.4678526,0.4626373,0.4660654,0.4645511
