,dec_0_norm,dec_1_norm,dec_2_norm,dec_3_norm
0,0.24135493,0.2417421,0.24206007,0.24233069
1,0.49897498,0.49914753,0.49940404,0.49997446
2,0.24577595,0.24544469,0.24487089,0.24503368
3,0.39388683,0.3945206,0.39466903,0.39511478
4,0.23514545,0.23560104,0.23569076,0.23608221
5,0.47117668,0.47154185,0.4723966,0.4729048
6,0.22898923,0.22953646,0.22996359,0.23027776
7,0.2216227,0.22212586,0.22284694,0.22285149
8,0.24530934,0.2454055,0.24525313,0.24612448
9,0.26398212,0.2628465,0.2623217,0.26255295
10,0.240333,0.24037033,0.240404,0.2404986
11,0.25904188,0.25978395,0.25984928,0.2601666
12,0.2341735,0.23468326,0.23478328,0.23498899
13,0.257767,0.25871983,0.25824928,0.25846207
14,0.22140798,0.22191717,0.22210729,0.22253412
15,0.4437933,0.44360435,0.44401866,0.44435257
16,0.2691175,0.26912943,0.26946622,0.26974052
17,0.4250101,0.4249078,0.42505744,0.42519686
18,0.2517165,0.25066438,0.25010556,0.2495589
19,0.45117435,0.45095375,0.45141518,0.45154607
20,0.89376056,0.8937058,0.89371264,0.89377
21,0.26193133,0.26273924,0.26274484,0.2630651
22,0.25697073,0.25729737,0.2578871,0.25795323
23,0.24796046,0.24786168,0.2478603,0.2480474
24,0.4257263,0.42615715,0.42662814,0.4281537
25,0.27284214,0.27325228,0.27419508,0.27478346
26,0.34353757,0.3442042,0.34495062,0.34523404
27,0.23765968,0.2386452,0.23893829,0.23910314
28,0.3013598,0.300958,0.30029806,0.30071002
29,0.24774598,0.24807827,0.24896097,0.24888107
30,0.21444617,0.21486068,0.21514016,0.2154515
31,0.86223185,0.83989006,0.83041316,0.82531106
32,0.2804949,0.28076628,0.28178015,0.2827079
33,0.27874878,0.27828833,0.27802873,0.27843434
34,0.2636298,0.2640507,0.26423287,0.26457936
35,0.21628667,0.21593228,0.21559794,0.21586058
36,0.29160064,0.2921582,0.2916033,0.29261452
37,0.29469892,0.2955215,0.2956061,0.29621285
38,0.307356,0.30822432,0.30819252,0.3087334
39,0.21859363,0.21886499,0.2187212,0.21901822
40,0.26326594,0.26370788,0.2635466,0.26384592
41,0.23131226,0.23127967,0.23148121,0.2320736
42,0.23836376,0.23886429,0.23954132,0.23903312
43,0.36429003,0.36125374,0.35929742,0.357053
44,0.22915524,0.22939777,0.22947384,0.22998452
45,0.40041324,0.40095252,0.40115228,0.4013451
46,0.31220272,0.31229252,0.3128267,0.31344464
47,0.22740212,0.22749609,0.22770366,0.22766294
48,0.2568298,0.257314,0.257376,0.25789642
49,0.48047194,0.48041072,0.4805247,0.48083934
50,0.26214242,0.26101464,0.26014778,0.25975543
51,0.22481048,0.22501078,0.22503664,0.22533983
52,0.43529725,0.43547383,0.43599445,0.43644485
53,0.3264612,0.32678667,0.3268368,0.32761338
54,0.27493742,0.27475968,0.2754082,0.27476722
55,0.22355807,0.2241218,0.22420733,0.22457011
56,0.26145393,0.2574613,0.25562507,0.2570275
57,0.24557239,0.24582987,0.24581903,0.2461127
58,0.25886002,0.25954473,0.2603214,0.26058006
59,0.4220169,0.4221448,0.42217487,0.42252427
60,0.25017482,0.25075734,0.25057635,0.25085202
61,0.47203162,0.47184792,0.47190645,0.47242376
62,0.51200235,0.5125169,0.5130062,0.5134357
63,0.2525917,0.2534496,0.25385365,0.2545348
64,0.2265022,0.22731525,0.2279413,0.22819172
65,0.24791454,0.24802269,0.24813639,0.2483369
66,0.20857576,0.2083222,0.20821889,0.20863287
67,0.21858981,0.21834753,0.2178325,0.2177368
68,0.28558898,0.28478387,0.28510472,0.2847923
69,0.24017572,0.24029666,0.24045758,0.24040926
70,0.31463686,0.31521988,0.3152347,0.31553337
71,0.29859912,0.29743987,0.29672647,0.29683995
72,0.29931316,0.29818836,0.29790777,0.29638088
73,0.2608166,0.26097712,0.26090857,0.26102352
74,0.22047022,0.2201756,0.22005582,0.22014748
75,0.23712938,0.23783404,0.23804796,0.23876971
76,0.24555346,0.24530858,0.24506274,0.24482039
77,0.3941308,0.3942792,0.39488775,0.39527398
78,0.29027098,0.28922465,0.28873092,0.287934
79,0.24765998,0.24780726,0.24778642,0.24828818
80,0.2902559,0.28964412,0.28968313,0.28999868
81,0.24532953,0.24564525,0.24580729,0.24654375
82,0.19202438,0.19257914,0.19306502,0.1933084
83,0.21575682,0.21632177,0.21647233,0.21665107
84,0.7391893,0.73932135,0.7395915,0.73972297
85,0.37280318,0.3732143,0.37300912,0.3734873
86,0.48702383,0.48773766,0.48845065,0.4891205
87,0.46805105,0.4684193,0.46830815,0.46910903
88,0.22195785,0.22234848,0.22232363,0.22275214
89,0.22549252,0.22601625,0.22636805,0.2265571
90,0.25628707,0.25624746,0.25628763,0.25593013
91,0.34071746,0.33872402,0.33670688,0.3341868
92,0.25574479,0.25575912,0.25564703,0.25573617
93,0.35451463,0.35155678,0.35049185,0.34905872
94,0.3953397,0.39486334,0.3957337,0.39626428
95,0.4580042,0.45845425,0.45854604,0.45877954
96,0.27037126,0.271121,0.27151155,0.27251384
97,0.2920889,0.29155505,0.29098213,0.2913667
98,0.52356887,0.5233795,0.5237559,0.523921
99,0.48458213,0.48504487,0.48511782,0.48543027
100,0.58352137,0.58382386,0.58394796,0.58456194
101,0.26023942,0.26073146,0.26079717,0.26144442
102,0.59842545,0.5985151,0.5984857,0.59885794
103,0.25137714,0.2516031,0.25140542,0.25137293
104,0.30242938,0.30255714,0.30221877,0.30096865
105,0.34881383,0.3488034,0.34913608,0.34988236
106,0.22388832,0.22420096,0.22410658,0.22478527
107,0.719118,0.7191447,0.7193277,0.7196079
108,0.26891363,0.26957342,0.269993,0.27079672
109,0.54556286,0.5459085,0.54653335,0.5471587
110,0.21641658,0.21697319,0.2174432,0.21795279
111,0.27486223,0.27603355,0.27691174,0.27742112
112,0.25631452,0.2569226,0.25680754,0.2572326
113,0.25778648,0.25854656,0.25880253,0.25937146
114,0.24047883,0.24044326,0.24051374,0.24125546
115,0.30515537,0.30533794,0.30595943,0.30620602
116,0.52440774,0.5245637,0.52482706,0.5253211
117,0.2726235,0.27198216,0.27083775,0.26964855
118,0.291055,0.29133472,0.2917414,0.29305092
119,0.44486734,0.44503376,0.44535798,0.44596606
120,0.21792728,0.21845923,0.21892455,0.21926226
121,0.23062545,0.23119807,0.23185545,0.23243432
122,0.2483116,0.248555,0.24860466,0.24871327
123,0.23641248,0.23679037,0.23664746,0.23696941
124,0.21053466,0.21089818,0.21147779,0.21188328
125,0.20893823,0.20907067,0.20897129,0.20916903
126,0.22447465,0.22455928,0.22473282,0.22497348
127,0.27142707,0.2705673,0.27035514,0.27019748
128,0.22756876,0.22807823,0.22752467,0.22793481
129,0.2619638,0.26208696,0.2622568,0.26229298
130,0.31162763,0.31164685,0.31129608,0.31181672
131,0.40194532,0.40210006,0.40217063,0.40224716
132,0.2900466,0.28852308,0.28696284,0.28770447
133,0.2445615,0.2443337,0.24456674,0.24509566
134,0.2684743,0.26799756,0.26782545,0.26742864
135,0.3562067,0.3565926,0.35682082,0.3575173
136,0.2730384,0.2718847,0.27051762,0.27084717
137,0.39255053,0.39285186,0.39328817,0.39356002
138,0.38797742,0.38767704,0.38844842,0.38889632
139,0.24646063,0.24685565,0.24705884,0.2471341
140,0.23187827,0.23204336,0.23230699,0.23221831
141,0.6207186,0.6209847,0.6211554,0.62150836
142,0.4842314,0.48427954,0.4851303,0.4857161
143,0.23058298,0.2305758,0.23082049,0.23111887
144,0.22912826,0.22950327,0.22958131,0.22942965
145,0.24914229,0.2489103,0.24902716,0.24898055
146,0.335233,0.3360324,0.3359399,0.3365968
147,0.24915826,0.249345,0.24947993,0.24998826
148,0.22446969,0.22451822,0.22469114,0.2248287
149,0.41878405,0.41915324,0.4198161,0.42016473
150,0.54679656,0.54697746,0.5472565,0.54774487
151,0.22678918,0.22700834,0.22700806,0.22714141
152,0.21633194,0.21720392,0.21767189,0.21786366
153,0.265263,0.2646911,0.26360998,0.26383063
154,0.4852491,0.48547134,0.48578382,0.48604214
155,0.23495214,0.23522447,0.23456986,0.23486519
156,0.21695219,0.2171761,0.21742034,0.21782388
157,0.25656244,0.25689784,0.25677907,0.25737616
158,0.31536525,0.3156931,0.3158667,0.31675825
159,0.22939493,0.23015144,0.23049775,0.23103546
160,0.25614488,0.25632167,0.2565989,0.2567636
161,0.46855763,0.46853173,0.4689224,0.4692681
162,0.3927423,0.3911349,0.3901573,0.38981968
163,0.5842924,0.5845857,0.58500004,0.5855642
164,0.36172846,0.362638,0.36422315,0.36507553
165,0.45592192,0.45543915,0.45536473,0.4553034
166,0.44033763,0.43998167,0.4399559,0.44023106
167,0.21592475,0.2157494,0.21531902,0.21545276
168,0.22935659,0.22990808,0.23019218,0.23076652
169,0.28131256,0.28184584,0.2825239,0.28271303
170,0.2624708,0.26276734,0.26300398,0.2633668
171,0.36174387,0.36154276,0.36209917,0.36248788
172,0.24148117,0.24193542,0.24231769,0.24207915
173,0.23381266,0.23430967,0.23458718,0.23489651
174,0.247115,0.24730125,0.24749826,0.24790251
175,0.63353646,0.6337039,0.6339612,0.63442117
176,0.23274344,0.23311946,0.23278339,0.23314111
177,0.49509087,0.49517778,0.49536952,0.4958821
178,0.2479629,0.2484241,0.24893901,0.24926661
179,0.48653436,0.48684984,0.48731297,0.48786956
180,0.24499951,0.24570678,0.24664257,0.24669327
181,0.35898826,0.35960472,0.359829,0.36007318
182,0.23759112,0.237726,0.23778307,0.23824693
183,0.53608245,0.5365261,0.5370196,0.53738636
184,0.23843391,0.23856488,0.23838037,0.23893303
185,0.2229768,0.22321616,0.2228242,0.22314799
186,0.22100769,0.22144224,0.22158898,0.22186503
187,0.23850569,0.23898824,0.23939502,0.23952906
188,0.42141962,0.42216027,0.42311743,0.42355543
189,0.24551985,0.24551862,0.24572507,0.2456164
190,0.24072953,0.24154526,0.24162668,0.24242729
191,0.3414713,0.34150445,0.34176108,0.34201568
192,0.23574775,0.23594733,0.2364112,0.23678523
193,0.23900491,0.24001452,0.2404079,0.2414311
194,0.34784338,0.34786335,0.34793597,0.34811538
195,0.475216,0.4751805,0.47549078,0.4756282
196,0.26500115,0.2655633,0.26611343,0.26701915
197,0.29500282,0.2958485,0.29669422,0.2966748
198,0.23946822,0.23943944,0.23948437,0.23945373
199,0.230535,0.2308398,0.23094213,0.23201613
200,0.30502048,0.30482033,0.30458716,0.3050663
201,0.25109825,0.25084984,0.25003296,0.24999705
202,0.43572772,0.43553087,0.43570283,0.4364271
203,0.23348486,0.23378155,0.2339715,0.23482083
204,0.25505546,0.25535998,0.25538364,0.25598305
205,0.2142927,0.21425925,0.2141851,0.21427037
206,0.2517425,0.2520754,0.2524234,0.2526902
207,0.23723526,0.23763411,0.23756458,0.23765667
208,0.4890205,0.48930627,0.48991024,0.49042135
209,0.24556313,0.24509372,0.24492073,0.24499248
210,0.22626677,0.22675952,0.22730179,0.22731028
211,0.27590096,0.2767501,0.27652898,0.27657968
212,0.23065135,0.23088236,0.23107299,0.23124394
213,0.66151947,0.66146284,0.66136724,0.6616629
214,0.25265443,0.2530131,0.25334695,0.25375387
215,0.25253037,0.25264546,0.25297546,0.2531808
216,0.44081235,0.44092354,0.44116095,0.4416255
217,0.35994968,0.35999712,0.36067432,0.36079013
218,0.24261445,0.24242732,0.24191703,0.24145472
219,0.26932937,0.2697354,0.2694216,0.2698314
220,0.23728937,0.23775157,0.23826206,0.23823628
221,0.2541059,0.2546862,0.2549724,0.2549134
222,0.2212407,0.2212407,0.22170682,0.22205985
223,0.25219902,0.2518947,0.25185308,0.2511345
224,0.30353034,0.30370167,0.30405736,0.30354458
225,0.22493675,0.22554082,0.2256078,0.22569066
226,0.45943838,0.45909715,0.45898658,0.45955577
227,0.25921768,0.25921744,0.25867742,0.25920907
228,0.22722466,0.22763515,0.22776708,0.22838067
229,0.21737988,0.21724401,0.21699415,0.21729538
230,0.42613667,0.42557663,0.42599806,0.42615375
231,0.23503934,0.23529162,0.23530635,0.23539387
232,0.2699665,0.26988444,0.26960513,0.26966193
233,0.21829593,0.21879081,0.21963447,0.22011481
234,0.30985206,0.31085524,0.31190532,0.31240466
235,0.24393855,0.24400252,0.24449922,0.24473321
236,0.4859129,0.4859375,0.48643094,0.48679549
237,0.22322802,0.22329146,0.2235977,0.22449572
238,0.23980778,0.2395068,0.23905744,0.23913018
239,0.5923412,0.59265566,0.5928836,0.5934566
240,0.23253778,0.23259537,0.2324657,0.23245029
241,0.21913433,0.2190227,0.21927264,0.219502
242,0.24338342,0.2438134,0.24403605,0.2445041
243,0.275323,0.2749608,0.2745931,0.27477506
244,0.21367382,0.21402185,0.21367876,0.21447769
245,0.23368561,0.23338504,0.23292537,0.23301214
246,0.5185479,0.51838523,0.51832736,0.5186651
247,0.20115376,0.2014879,0.2009597,0.20186475
248,0.2471888,0.24715126,0.24684942,0.24686912
249,0.33979216,0.339894,0.34069818,0.34097221
250,0.98951733,0.9894918,0.98947066,0.98948103
251,0.5704563,0.5705502,0.57081103,0.5711764
252,0.2356945,0.23569843,0.23579067,0.23616543
253,0.4152581,0.41544542,0.41564697,0.41591665
254,0.21379128,0.21380313,0.2138915,0.214926
255,0.243816,0.24374405,0.24333838,0.24346775
256,0.3164492,0.31686714,0.3170328,0.317538
257,0.248405,0.24967508,0.24994464,0.25020847
258,0.4502133,0.4528609,0.45964712,0.46202725
259,0.2306597,0.23091254,0.23108996,0.2316535
260,0.230669,0.23074147,0.23108089,0.23097841
261,0.24527398,0.2452337,0.2449932,0.24521436
262,0.25725853,0.25749978,0.25810188,0.25833318
263,0.24978837,0.25014508,0.25002438,0.25006092
264,0.2624007,0.2627643,0.2628991,0.26337814
265,0.40428844,0.4040106,0.40455416,0.40481445
266,0.22643548,0.22695203,0.22701326,0.22728844
267,0.24464953,0.2453955,0.24535272,0.24571654
268,0.233443,0.23298952,0.23226897,0.23305786
269,0.24701959,0.24782005,0.24810976,0.24877885
270,0.23507875,0.23576373,0.23643911,0.23672059
271,0.23524149,0.23608741,0.2363418,0.23651962
272,0.23784575,0.2385615,0.2386674,0.23894493
273,0.25579208,0.25687245,0.2572775,0.2572154
274,0.40096676,0.40115938,0.40176234,0.40233696
275,0.40692776,0.40700576,0.40691605,0.4070396
276,0.38762057,0.38782212,0.38802132,0.38840815
277,0.23199809,0.23239356,0.23288555,0.2333944
278,0.28768295,0.2857616,0.28479108,0.28419203
279,0.27856928,0.27749756,0.27606168,0.2761193
280,0.2761819,0.2762173,0.27687448,0.27712893
281,0.56382066,0.56407684,0.5642427,0.56476015
282,0.27009395,0.27009034,0.27028227,0.27089584
283,0.59723073,0.59755915,0.5978622,0.5986087
284,0.32318324,0.3251163,0.32678407,0.32751498
285,0.41721752,0.41760173,0.4180208,0.4186237
286,0.27528426,0.27588528,0.2739048,0.2751928
287,0.38654435,0.3867567,0.38701183,0.387595
288,0.24476258,0.2442931,0.24392654,0.24371791
289,0.28391802,0.28761292,0.28819683,0.28860345
290,0.24000917,0.24075137,0.24167193,0.24260062
291,0.23895465,0.23897853,0.23939487,0.2398032
292,0.21569742,0.21573606,0.21626794,0.21689539
293,0.48779076,0.48779806,0.48849085,0.48902428
294,0.23752798,0.2379226,0.23760204,0.23772931
295,0.54083747,0.53626984,0.53471154,0.5343623
296,0.36181715,0.36186248,0.36211485,0.36216357
297,0.2338064,0.23602928,0.23746416,0.23851077
298,0.23955107,0.23999277,0.23989904,0.24017188
299,0.26746333,0.26764497,0.26793516,0.26816708
300,0.28368843,0.28412288,0.2844131,0.28467387
301,0.23233664,0.23331064,0.23334017,0.23404752
302,0.29001328,0.28996983,0.29070523,0.28906518
303,0.24709104,0.24796109,0.24860936,0.24872479
304,0.24199884,0.24256334,0.24374126,0.24338293
305,0.22739175,0.22748627,0.22688985,0.22697085
306,0.25148106,0.2511629,0.25075543,0.2508478
307,0.24192005,0.24213183,0.2423152,0.24266455
308,0.34703577,0.3463661,0.34671578,0.3466883
309,0.275714,0.2760402,0.27662298,0.27712464
310,0.2667881,0.2705979,0.2766515,0.27739504
311,0.26786926,0.2676541,0.26801935,0.2681692
312,0.22897638,0.22922584,0.22903778,0.22899649
313,0.24761651,0.24794696,0.248136,0.2485709
314,0.27360865,0.27420962,0.27376705,0.2747486
315,0.33903176,0.33876917,0.3388813,0.33920482
316,0.7527783,0.75280863,0.7529413,0.75323355
317,0.34710655,0.34756473,0.34759447,0.34831712
318,0.24925098,0.24947903,0.24966453,0.24998216
319,0.24660793,0.24731894,0.24783644,0.24827553
320,0.27447152,0.27445883,0.27437618,0.27468774
321,0.26897007,0.26746693,0.26733297,0.26727617
322,0.21461368,0.21478556,0.2148949,0.2156277
323,0.2191229,0.21934733,0.2194654,0.2198403
324,0.27697298,0.2770798,0.2773374,0.27778167
325,0.20142,0.20176448,0.20219368,0.20256855
326,0.21504496,0.21568522,0.21564503,0.21655953
327,0.38432214,0.3845184,0.38495257,0.385461
328,0.2979702,0.29840592,0.29914412,0.2995029
329,0.23842046,0.23916784,0.23964475,0.23991846
330,0.2183671,0.21866171,0.21886757,0.21922043
331,0.2592012,0.25930548,0.25946113,0.25989616
332,0.336644,0.3326483,0.32938907,0.33058912
333,0.50190896,0.50219995,0.5029044,0.50326866
334,0.2569012,0.2575371,0.25855747,0.25919688
335,0.25230533,0.2526123,0.25284454,0.2527684
336,0.42109835,0.42070726,0.4209752,0.42119217
337,0.24521586,0.24558246,0.24547148,0.2455221
338,0.23486887,0.2348066,0.23493648,0.23524794
339,0.22689226,0.22763762,0.22765128,0.22816148
340,0.29537112,0.2947597,0.29360518,0.29454663
341,0.32601583,0.32618743,0.32637978,0.3263253
342,0.22888492,0.22959162,0.22906779,0.22886544
343,0.20946202,0.20978731,0.21005388,0.21045668
344,0.22991966,0.23016958,0.23008883,0.23027605
345,0.44454733,0.44416738,0.44481826,0.44521207
346,0.19943573,0.19965671,0.19965373,0.20023352
347,0.2562701,0.25561225,0.25575447,0.25574228
348,0.25043795,0.25022307,0.25006986,0.24970575
349,0.41608974,0.41577947,0.41559842,0.41607407
350,0.31266227,0.31325212,0.31401113,0.31408712
351,0.25087175,0.25057036,0.24979688,0.24984889
352,0.2732004,0.2731698,0.2733728,0.27324483
353,0.29947117,0.3003199,0.30103505,0.30160055
354,0.2641458,0.2645879,0.2649554,0.2654957
355,0.5345911,0.5349416,0.535082,0.53542584
356,0.25748733,0.25781894,0.2578463,0.25769335
357,0.48798618,0.48838308,0.48918256,0.48938304
358,0.27149165,0.27092597,0.2702096,0.27068475
359,0.39813828,0.3988564,0.39920098,0.3990104
360,0.23517299,0.23470117,0.23387893,0.23361094
361,0.21188192,0.2123902,0.21237327,0.21292499
362,0.22276618,0.22335285,0.22380425,0.22413006
363,0.23165205,0.23169768,0.23205206,0.23218183
364,0.42047203,0.42083994,0.42122284,0.42204106
365,0.5999496,0.60039705,0.6008394,0.60127425
366,0.2402463,0.24017112,0.24012887,0.24051596
367,0.2324182,0.23235999,0.23225248,0.23266873
368,0.24223442,0.24230962,0.24202582,0.2426489
369,0.24617843,0.24645336,0.24683519,0.24724828
370,0.2217092,0.22156474,0.22102481,0.22130747
371,0.21466558,0.21483184,0.21498,0.21514648
372,0.6058099,0.6061388,0.6063401,0.6068917
373,0.41183746,0.41201147,0.41207105,0.41217357
374,0.22350052,0.2238311,0.22375762,0.22401239
375,0.2225306,0.22270738,0.22322175,0.22324453
376,0.31283692,0.31182203,0.3115074,0.3113616
377,0.270246,0.27011725,0.26989037,0.270217
378,0.32776242,0.32788798,0.32828054,0.32905936
379,0.23953778,0.24002182,0.24052545,0.24151517
380,0.32113916,0.32215294,0.32244772,0.3226844
381,0.25920916,0.2585078,0.25820777,0.25817287
382,0.3459015,0.34462038,0.34410223,0.34387746
383,0.25923678,0.260179,0.26026085,0.2602363
384,0.24344778,0.24388032,0.24391271,0.24444059
385,0.2130873,0.21336499,0.21329786,0.21361595
386,0.26867205,0.26895958,0.26915735,0.26923934
387,0.27174702,0.2716246,0.27151734,0.2719171
388,0.24582572,0.24621259,0.24656667,0.2464621
389,0.253644,0.25537652,0.25738823,0.2574825
390,0.2911422,0.29195237,0.293418,0.2933119
391,0.2949792,0.2933096,0.29277897,0.2914764
392,0.2731183,0.2734715,0.27416447,0.27421412
393,0.3323148,0.33239836,0.332673,0.3331999
394,0.2452994,0.24530274,0.24548559,0.24583884
395,0.2778711,0.27737492,0.2776789,0.2782075
396,0.25387064,0.2537444,0.25370637,0.25361264
397,0.2461906,0.24677029,0.24709712,0.24721164
398,0.23248892,0.23238714,0.23201391,0.23246661
399,0.23626868,0.23667991,0.23676546,0.23683015
400,0.24394989,0.24419104,0.24424104,0.24417593
401,0.37950042,0.37844557,0.37892604,0.37851757
402,0.23353314,0.23391508,0.23440276,0.23448268
403,0.25582248,0.25582597,0.2557323,0.25622025
404,0.27092832,0.2712473,0.27101672,0.27155972
405,0.24866351,0.2487768,0.24886371,0.24969977
406,0.25040758,0.25045493,0.2502146,0.2506061
407,0.24827376,0.24862929,0.24858552,0.2493293
408,0.23535591,0.23556952,0.2353981,0.235626
409,0.2521795,0.25238004,0.2528164,0.25334615
410,0.24930613,0.24912919,0.24870874,0.24966323
411,0.21618527,0.21660456,0.21681018,0.21739818
412,0.25204915,0.25215214,0.2522744,0.25239602
413,0.2338907,0.23453124,0.23520526,0.23502459
414,0.38057762,0.38089943,0.38129112,0.38176155
415,0.42037812,0.4201145,0.41991827,0.42040336
416,0.2214699,0.22146113,0.22165419,0.22243424
417,0.22439437,0.22460915,0.22457562,0.22461611
418,0.22863023,0.22920316,0.2291624,0.2294267
419,0.2470802,0.24625787,0.24629027,0.24625716
420,0.214111,0.2146104,0.21477275,0.21523276
421,0.25376967,0.2510079,0.24926348,0.24959293
422,0.47263595,0.4728772,0.47285092,0.4733211
423,0.3076751,0.30789492,0.30777144,0.30829194
424,0.22142553,0.22188345,0.22266835,0.22303353
425,0.21436399,0.21418744,0.21454854,0.21477856
426,0.4581928,0.45803264,0.4583426,0.4588667
427,0.52011645,0.5202501,0.5205186,0.52093536
428,0.19034941,0.19060782,0.1904811,0.19090535
429,0.2615728,0.26159108,0.2610065,0.26181075
430,0.24314591,0.24264629,0.24213707,0.241992
431,0.2709096,0.2712367,0.2707955,0.27037123
432,0.2527331,0.25306702,0.2532511,0.25341412
433,0.23359661,0.23394334,0.23393817,0.23410448
434,0.23917744,0.2392504,0.23932488,0.23923533
435,0.299871,0.2981696,0.2979905,0.29676062
436,0.2614128,0.26210985,0.26238424,0.2627772
437,0.26330754,0.26356056,0.26348218,0.26374453
438,0.25807714,0.2565297,0.2551407,0.2547161
439,0.28609028,0.28653413,0.28699958,0.28791112
440,0.85460347,0.85458773,0.8546463,0.8547956
441,0.2298328,0.22995605,0.23014233,0.23070472
442,0.25545922,0.255974,0.25591585,0.2558362
443,0.26577756,0.26450685,0.26317513,0.26402313
444,0.33392903,0.33415344,0.33429903,0.3348794
445,0.35159734,0.3521019,0.35306197,0.35348508
446,0.24664743,0.24730861,0.2469011,0.24712083
447,0.23142664,0.23174442,0.23161116,0.23170039
448,0.23630512,0.23601358,0.23596334,0.23621571
449,0.34658355,0.34704342,0.34738848,0.34805912
450,0.23104076,0.23137294,0.23141879,0.2323465
451,0.25023112,0.2510341,0.25100198,0.251161
452,0.21830457,0.21898527,0.21917664,0.2192841
453,0.41160518,0.41200504,0.4120157,0.41253874
454,0.301126,0.3011414,0.3008236,0.30241546
455,0.22084802,0.22108582,0.2211076,0.22159672
456,0.26573712,0.2648072,0.2625392,0.26338688
457,0.22257462,0.22318135,0.22318059,0.22338852
458,0.24096082,0.24096301,0.24144955,0.2419792
459,0.5985684,0.5986669,0.5988652,0.59941554
460,0.26683682,0.26717892,0.26683617,0.26686162
461,0.24619187,0.2459431,0.24533688,0.24527901
462,0.24867828,0.24898136,0.24879818,0.24897154
463,0.43630117,0.43643457,0.4362063,0.4364752
464,0.24592851,0.24556023,0.24582171,0.24684569
465,0.37093025,0.37098488,0.37045357,0.3707867
466,0.23444234,0.23472902,0.2354111,0.23554444
467,0.42990828,0.42970327,0.429975,0.43034902
468,0.24215664,0.24247915,0.24287307,0.24269733
469,0.24552892,0.24692316,0.24823265,0.24875657
470,0.272645,0.272952,0.2725518,0.2722456
471,0.33263156,0.33432773,0.33553523,0.3348327
472,0.2714213,0.27173725,0.27179036,0.27197188
473,0.221356,0.22155622,0.22157863,0.22170301
474,0.19954503,0.19915767,0.19851883,0.19919151
475,0.3074347,0.307352,0.30799007,0.3081341
476,0.34376377,0.3436578,0.34387133,0.34439802
477,0.25110635,0.25109228,0.25150168,0.2515978
478,0.24124102,0.2418133,0.24203959,0.24386752
479,0.2924854,0.29261732,0.2924597,0.29304478
480,0.21002166,0.20967038,0.20954114,0.20969053
481,0.41227728,0.41273868,0.41294828,0.4133043
482,0.24825482,0.24827377,0.24859916,0.24890861
483,0.24360068,0.24371485,0.24377465,0.24417129
484,0.2947233,0.29508787,0.29531968,0.29603717
485,0.2181781,0.21859567,0.21902093,0.21924223
486,0.38683447,0.3880094,0.38770962,0.39106625
487,0.28113487,0.2809321,0.28104258,0.28107926
488,0.2656459,0.2654553,0.26603836,0.26592076
489,0.28832486,0.2883427,0.28881764,0.28889
490,0.93134373,0.9312941,0.93131346,0.93133366
491,0.4203878,0.42045194,0.4200411,0.42064935
492,0.48399094,0.48431605,0.4849008,0.4853226
493,0.26977238,0.26808503,0.26724574,0.26659167
494,0.3082441,0.3087604,0.308681,0.30905542
495,0.3135232,0.32333228,0.33935314,0.34336904
496,0.22578692,0.22513697,0.22398604,0.22436367
497,0.22740209,0.22743204,0.22727303,0.22750473
498,0.2579265,0.25789043,0.2579397,0.25858027
499,0.31439877,0.31447947,0.31441095,0.3148168
500,0.24866305,0.24869187,0.24857034,0.24880001
501,0.2322385,0.23207256,0.23156384,0.23218139
502,0.25450656,0.25465825,0.25443235,0.25460124
503,0.2874381,0.28779963,0.28860974,0.28901604
504,0.4462399,0.44680607,0.44729838,0.44812962
505,0.23086084,0.23130666,0.23137584,0.23114716
506,0.24683887,0.25039804,0.2510758,0.25128186
507,0.2210958,0.22092004,0.22046344,0.22074631
508,0.54503703,0.5453363,0.5454746,0.54575825
509,0.35505122,0.35552406,0.35601303,0.35647753
510,0.25326675,0.2534403,0.25316283,0.2536991
511,0.2398601,0.24008085,0.24073867,0.2408138
512,0.2701372,0.27074397,0.2708672,0.27135688
513,0.20863463,0.20968649,0.21045756,0.21014434
514,0.64067966,0.6409241,0.64116025,0.64134216
515,0.26087445,0.2606206,0.26066998,0.26144758
516,0.2367032,0.2371737,0.23734127,0.23754114
517,0.24819864,0.24882844,0.24897976,0.24914168
518,0.3625011,0.3621531,0.3621938,0.3626398
519,0.45395914,0.45371732,0.45362943,0.45385852
520,0.2315832,0.23144227,0.23177512,0.23148775
521,0.2527648,0.25323915,0.25392345,0.25412518
522,0.27844656,0.2790089,0.27877662,0.27954987
523,0.464588,0.46434766,0.46468025,0.46513987
524,0.2714685,0.27140856,0.27121443,0.2715263
525,0.30114922,0.30138472,0.30162522,0.30133522
526,0.18857096,0.18849465,0.18836434,0.18847585
527,0.24930914,0.24946876,0.24942243,0.24987799
528,0.2991024,0.29937515,0.2995782,0.30082354
529,0.410032,0.40991488,0.4103859,0.41049045
530,0.3866213,0.38647985,0.38647932,0.3869797
531,0.20839472,0.20882712,0.20878592,0.20931442
532,0.3601157,0.359572,0.35962352,0.35997406
533,0.60457605,0.6049308,0.605375,0.6060022
534,0.23437566,0.23475389,0.23440738,0.23458171
535,0.2249461,0.22525373,0.22534916,0.22567652
536,0.2523777,0.25254175,0.2527542,0.25294778
537,0.23982699,0.24000816,0.24049743,0.24051432
538,0.22022867,0.22067079,0.22100751,0.22157764
